pID,condition,section,seenRed,seenBlue,e0,e10,e20,e30,e40,e50,e60,e70,e80,e90,e100,age,gender,botCheck,time,chipsOrder,actuallyEstimated
124,estimated,posterior,4,1,0.0016,0.0033,0.0047,0.0001,0.0038,0.0021,0.3268,0.3041,0.3504,0.003,0.0002,21,male,1,152.38,12222,1
125,estimated,prior,4,1,0.02,0.05,0.02,0.02,0.02,0.0286,0.02,0.6674,0.0518,0.02,0.0822,23,female,1,150.06,22122,1
125,estimated,posterior,4,1,0,0,0,0.0031,0.0225,0,0.0031,0.7986,0.0867,0.077,0.0089,23,female,1,150.06,22122,1
126,given,posterior,4,1,0.0007,0.0407,0.0818,0.1032,0.1032,0.148,0.1964,0.0952,0.1032,0.1098,0.0178,25,female,1,343.13,22122,1
127,estimated,prior,4,1,0.0017,0.0591,0.1052,0.1241,0.1531,0.1999,0.1498,0.0946,0.0663,0.0438,0.0025,21,female,1,260.1,22122,1
127,estimated,posterior,4,1,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.022,0.9421,0.0173,0.0023,21,female,1,260.1,22122,1
128,estimated,prior,4,1,0.0938,0,0,0.0897,0.0649,0.4988,0.0043,0.0621,0.0249,0.0787,0.0828,33,female,1,303.39,12222,1
128,estimated,posterior,4,1,0,0,0,0.0546,0.0629,0.0172,0,0.0671,0.7982,0,0,33,female,1,303.39,12222,1
129,given,posterior,4,1,0.0017,0.015,0.0398,0.0723,0.1008,0.128,0.167,0.1918,0.1707,0.1114,0.0017,24,female,1,467.36,22122,1
130,estimated,prior,4,1,0.1403,0.142,0.1448,0.1478,0.0112,0.1283,0.0682,0.0337,0.0607,0.0998,0.0232,24,male,1,298.95,22122,1
130,estimated,posterior,4,1,0.0011,0.0461,0.0476,0.0654,0.0708,0.0868,0.2597,0.1888,0.1287,0.1023,0.0026,24,male,1,298.95,22122,1
131,estimated,prior,4,1,0.0762,0.0003,0.6931,0.0003,0.0793,0.0686,0.0003,0.058,0.0231,0.0003,0.0003,45,female,1,161.96,22221,1
131,estimated,posterior,4,1,0.1018,0.022,0.6964,0.0087,0.0286,0.0386,0.0652,0.0386,0,0,0,45,female,1,161.96,22221,1
132,estimated,prior,4,1,0.0229,0.0308,0.0458,0.1295,0.1655,0.2396,0.153,0.0948,0.0634,0.0318,0.0229,32,male,1,304.77,22122,1
132,estimated,posterior,4,1,0,0,0,0.0133,0.0167,0.033,0.0817,0.2396,0.3351,0.2267,0.054,32,male,1,304.77,22122,1
133,given,posterior,4,1,0.0003,0.0006,0.0467,0.0467,0.07,0.2148,0.2592,0.1851,0.0999,0.0301,0.0467,24,female,1,141.47,12222,1
134,given,posterior,4,1,0.0029,0.1052,0.122,0.0508,0.3963,0.2002,0.0512,0.0275,0.0023,0.0394,0.0023,37,female,1,213.68,22212,1
135,estimated,prior,4,1,0.0975,0.0948,0.0928,0.0924,0.0918,0.0899,0.0873,0.0855,0.0876,0.0897,0.0907,20,female,1,229.3,21222,1
135,estimated,posterior,4,1,0,0.0816,0.1186,0.1282,0.1241,0.1587,0.0967,0.0869,0.0912,0.1139,0,20,female,1,229.3,21222,1
136,estimated,prior,4,1,0.1148,0.1317,0.0574,0.0966,0.1218,0.0308,0.1317,0.1289,0.021,0.0882,0.077,22,male,1,100.6,12222,0
136,estimated,posterior,4,1,0,0.0523,0.0782,0.0659,0.1109,0.1724,0.2533,0.1566,0.1103,0,0,22,male,1,100.6,12222,1
137,given,posterior,4,1,0.0025,0.0005,0.0027,0.001,0.1271,0.1309,0.592,0.1043,0.037,0.0016,0.0005,19,male,1,135.07,21222,1
138,given,posterior,4,1,0.0072,0.0072,0.0364,0.0469,0.0072,0.0254,0.2967,0.0072,0.0529,0.4937,0.0191,21,female,1,172.87,21222,1
139,given,posterior,4,1,0.0619,0.1285,0.0247,0.0991,0.0665,0.1037,0.0727,0.2216,0.082,0.02,0.1192,24,female,1,200,21222,1
140,estimated,prior,4,1,0.091,0.091,0.091,0.091,0.091,0.0903,0.091,0.091,0.091,0.091,0.0904,33,male,1,324.42,22122,1
140,estimated,posterior,4,1,0,0,0,0,0,0,0,0.2547,0.4934,0.2519,0,33,male,1,324.42,22122,1
141,estimated,prior,4,1,0.2552,0.0382,0.4016,0.1579,0,0,0,0,0.0364,0.0852,0.0255,26,male,1,85.71,22212,1
141,estimated,posterior,4,1,0.1419,0.022,0.0046,0.0259,0.15,0.0259,0.1054,0.1829,0.1771,0.0492,0.1151,26,male,1,85.71,22212,1
142,estimated,prior,4,1,0.0617,0.0741,0.1202,0.1545,0.1296,0.0944,0.0905,0.0134,0.0873,0.0865,0.0876,19,female,1,274.3,22122,1
142,estimated,posterior,4,1,0.0029,0.0057,0.0397,0.1228,0.2656,0.0766,0.0602,0.1221,0.161,0.0464,0.097,19,female,1,274.3,22122,1
143,given,posterior,4,1,0,0.1318,0.0804,0.0537,0.0937,0.0271,0,0,0.4848,0.0023,0.1261,40,female,1,82.61,12222,1
144,given,posterior,4,1,0,0.088,0.1126,0.0327,0.1095,0.1034,0.0957,0.0726,0,0.3267,0.0588,22,female,0,656.53,21222,1
145,estimated,prior,4,1,0.1011,0.0653,0.0428,0.1491,0.0763,0.0245,0.061,0.0245,0.1574,0.1607,0.1374,20,female,1,330.35,12222,1
145,estimated,posterior,4,1,0.0033,0.0126,0.0333,0.1076,0.1908,0.1456,0.0799,0.0851,0.1577,0.1335,0.0506,20,female,1,330.35,12222,1
146,estimated,prior,4,1,0.0172,0.0915,0.0922,0.1385,0.1622,0.1865,0.1619,0.0561,0.0461,0.0289,0.0188,25,male,1,218.37,21222,1
146,estimated,posterior,4,1,0.0004,0.0474,0.0708,0.0872,0.0964,0.1147,0.1239,0.1362,0.1487,0.1725,0.0018,25,male,1,218.37,21222,1
147,given,posterior,4,1,0.0017,0.025,0.0621,0.0808,0.0901,0.2119,0.1808,0.27,0.0485,0.0267,0.0024,23,male,0,469.14,22122,1
148,given,posterior,4,1,0.0524,0.0291,0.3967,0.157,0.1023,0.0864,0.0291,0.0291,0.0298,0.0589,0.0291,21,nonbinary,1,179.5,21222,1
149,estimated,prior,4,1,0.0135,0.0093,0.0093,0.0093,0.4967,0.0093,0.0499,0.0331,0.1395,0.2207,0.0093,38,female,1,152.62,12222,1
149,estimated,posterior,4,1,0.0424,0.0424,0,0.0497,0.0131,0,0,0.7928,0,0,0.0595,38,female,1,152.62,12222,1
150,given,posterior,4,1,0,0,0,0,0.09,0.09,0.1133,0.2533,0.4533,0,0,24,male,1,396.3,22122,1
151,given,posterior,4,1,0.0315,0.0315,0.0315,0.0315,0.1412,0.4006,0.2064,0.0315,0.0315,0.0315,0.0315,29,female,1,200.63,21222,1
152,estimated,prior,4,1,0,0.0406,0.0786,0.1198,0.1218,0.241,0.1363,0.0435,0.0031,0.1042,0.111,23,female,1,298.03,21222,1
152,estimated,posterior,4,1,0,0.01,0.01,0.01,0.06,0.23,0.3857,0.197,0.0896,0.0076,0,23,female,1,298.03,21222,1
153,given,posterior,4,1,0.0005,0.0025,0.2059,0.0995,0.1692,0.2377,0.1571,0.0622,0.0613,0.0035,0.0005,19,female,1,203.55,12222,1
154,given,posterior,4,1,0.0185,0.0185,0.0185,0.0185,0.0185,0.0185,0.1462,0.209,0.4967,0.0185,0.0185,21,female,1,495.35,12222,1
155,given,posterior,4,1,0.1468,0,0.0602,0.1155,0,0.0338,0.5811,0,0,0,0.0626,49,female,0,64.5,22122,1
156,estimated,prior,4,1,0.0087,0.1177,0.0087,0.0855,0.1177,0.0641,0.484,0.0877,0.0087,0.0087,0.0087,36,male,1,180.32,21222,1
156,estimated,posterior,4,1,0.0454,0.011,0.0469,0.0623,0.6399,0.011,0.011,0.0316,0.0792,0.0178,0.0439,36,male,1,180.32,21222,1
157,given,posterior,4,1,0.0057,0.0057,0.0057,0.0057,0.0057,0.3045,0.1095,0.0896,0.4408,0.02,0.0073,23,female,1,700.09,12222,1
158,estimated,prior,4,1,0.0128,0.1298,0.1106,0.0255,0.0574,0.1681,0.1277,0.0447,0.0128,0.1809,0.1298,21,male,1,68.92,21222,0
158,estimated,posterior,4,1,0.1416,0.0245,0.1434,0.0857,0.014,0.0559,0.1486,0.0402,0.1573,0.1451,0.0437,21,male,1,68.92,21222,0
159,given,posterior,4,1,0.0011,0.0008,0.0016,0.0004,0.392,0.0942,0.1169,0.0651,0.1379,0.0393,0.1508,34,male,1,207.77,21222,1
160,given,posterior,4,1,0.047,0.0031,0.123,0,0.1162,0.4927,0.1044,0.0031,0.0537,0.0537,0.0031,27,male,1,257.52,21222,1
161,given,posterior,4,1,0,0.0187,0.0419,0.0662,0.0931,0.1325,0.227,0.2641,0.121,0.0357,0,20,male,1,356.82,12222,1
162,given,posterior,4,1,0,0,0,0,0.0635,0.0638,0.3131,0.3365,0.1667,0.0565,0,23,male,1,158.03,22122,1
163,given,posterior,4,1,0.0219,0.0219,0.0219,0.0219,0.7889,0.0302,0.0332,0.0153,0.0219,0.0014,0.0219,21,male,1,354.75,21222,1
164,given,posterior,4,1,0.0064,0.0064,0.0064,0.0027,0.1079,0.1807,0.2765,0.1957,0.167,0.0442,0.0064,28,male,1,453.94,22221,1
165,given,posterior,4,1,0,0,0,0.0051,0.333,0.4053,0.2267,0.03,0,0,0,20,male,1,241.95,21222,1
166,given,posterior,4,1,0.0127,0.01,0.0107,0.011,0.01,0.8956,0.01,0.01,0.01,0.01,0.01,28,male,1,841,22212,1
167,given,posterior,4,1,0.0326,0.0253,0.002,0.0928,0.0272,0.6966,0.0162,0.0345,0.029,0.0418,0.002,22,female,1,245.14,12222,1
168,estimated,prior,4,1,0,0.0533,0.0533,0.0787,0.1112,0.2067,0.2216,0.1981,0.0233,0.0267,0.0271,29,male,1,234.57,22212,1
168,estimated,posterior,4,1,0,0,0,0,0,0.0233,0.0733,0.3045,0.3959,0.2,0.003,29,male,1,234.57,22212,1
169,estimated,prior,4,1,0.0006,0.2612,0.2296,0.1946,0.1707,0.1295,0.0028,0.0055,0.0021,0.0032,0.0002,22,female,1,213.83,22122,1
169,estimated,posterior,4,1,0.0029,0.0029,0.0767,0.1,0.4,0.2029,0.203,0.0029,0.0029,0.0029,0.0029,22,female,1,213.83,22122,1
170,estimated,prior,4,1,0.003,0.0913,0.1943,0.3,0.3924,0.0033,0.0033,0.0033,0.0033,0.0033,0.0024,21,female,1,206.35,12222,1
170,estimated,posterior,4,1,0,0,0,0,0,0,0,0,0,0.7937,0.2063,21,female,1,206.35,12222,1
171,estimated,prior,4,1,0,0.0982,0.499,0.0891,0.0942,0.079,0,0.0908,0.0079,0,0.0417,25,male,1,1044.1,22122,1
171,estimated,posterior,4,1,0.0003,0.0003,0.0003,0.1145,0.0245,0.0003,0.064,0.0003,0.7946,0.0003,0.0003,25,male,1,1044.1,22122,1
172,estimated,prior,4,1,0.0399,0.0399,0.0399,0.0913,0.1338,0.1303,0.1304,0.2749,0.0399,0.0399,0.0399,21,female,1,118.72,22212,1
172,estimated,posterior,4,1,0.002,0.002,0.002,0.0483,0.002,0.0805,0.0733,0.0715,0.6899,0.0196,0.0089,21,female,1,118.72,22212,1
173,estimated,prior,4,1,0,0.4094,0.0786,0.0836,0.0818,0.215,0.0477,0.002,0.0209,0.0288,0.0322,23,female,1,280.36,12222,1
173,estimated,posterior,4,1,0.0031,0.0707,0.1442,0.1358,0.1286,0.1264,0.1302,0.1341,0.0833,0.0383,0.0051,23,female,1,280.36,12222,1
174,given,posterior,4,1,0.0008,0.0008,0.0345,0.0934,0.1379,0.3954,0.1425,0.103,0.0661,0.0247,0.0008,26,male,1,174.13,22212,1
175,given,posterior,4,1,0.0286,0.0286,0.0286,0.0286,0.0286,0.1219,0.1583,0.2183,0.3016,0.0286,0.0286,40,female,1,208.21,12222,1
176,estimated,prior,4,1,0,0,0,0.0833,0.1502,0.2808,0.1826,0.2294,0.0737,0,0,24,male,1,247.58,22122,1
176,estimated,posterior,4,1,0.0069,0.0069,0.0069,0.0069,0.0069,0.0946,0.2875,0.3524,0.2172,0.0069,0.0069,24,male,1,247.58,22122,1
177,estimated,prior,4,1,0.0008,0.049,0.1209,0.2736,0.1971,0.1287,0.1025,0.0608,0.0372,0.0266,0.0028,20,male,1,215.37,22122,1
177,estimated,posterior,4,1,0,0,0,0.0064,0.0285,0.0467,0.1677,0.2482,0.3442,0.1584,0,20,male,1,215.37,22122,1
178,estimated,prior,4,1,0.0576,0.034,0.0734,0.0544,0.034,0.5281,0.034,0.034,0.0496,0.0576,0.0433,23,female,1,303.18,12222,1
178,estimated,posterior,4,1,0,0.0601,0,0,0.0395,0,0,0.0451,0.7688,0.0601,0.0264,23,female,1,303.18,12222,1
179,estimated,prior,4,1,0.0027,0.0718,0.1118,0.0318,0.0443,0.4983,0.1018,0.0012,0.1343,0.0012,0.0008,21,female,1,336.87,12222,1
179,estimated,posterior,4,1,0.0353,0.0353,0.0353,0.0494,0.0811,0.0353,0.057,0.0353,0.4963,0.069,0.0705,21,female,1,336.87,12222,1
180,estimated,prior,4,1,0.0243,0.0408,0.0719,0.0747,0.09,0.5018,0.0724,0.0464,0.0325,0.0243,0.021,26,female,1,197.68,21222,1
180,estimated,posterior,4,1,0.063,0.06,0.0633,0.06,0.0767,0.095,0.1126,0.1386,0.1888,0.14,0.002,26,female,1,197.68,21222,1
181,given,posterior,4,1,0.0613,0.1021,0.0423,0.0423,0.0423,0.0423,0.0943,0.3749,0.0439,0.0423,0.1118,18,female,1,250.54,12222,1
182,estimated,prior,4,1,0.0497,0.0497,0.0497,0.0497,0.4967,0.0497,0.0563,0.0497,0.0497,0.0497,0.0497,20,female,1,152,21222,1
182,estimated,posterior,4,1,0.052,0.0023,0.0023,0.0023,0.0487,0.0023,0.0023,0.0319,0.7971,0.0487,0.01,20,female,1,152,21222,1
183,given,posterior,4,1,0.0275,0.0083,0.0083,0.0083,0.0083,0.0511,0.0464,0.0212,0.8038,0.0083,0.0083,26,male,1,146.4,22221,1
184,estimated,prior,4,1,0.1043,0.084,0.0583,0.0603,0.2292,0.0503,0.0021,0.1283,0.0163,0.1303,0.1363,28,female,1,480.11,22122,1
184,estimated,posterior,4,1,0,0.1476,0.1288,0.0472,0.0032,0.0367,0.0597,0.293,0.0409,0.1099,0.133,28,female,1,480.11,22122,1
185,given,posterior,4,1,0.0524,0.0848,0.0948,0.1088,0.1476,0.1625,0.1405,0.104,0.0636,0.0402,0.0007,18,male,1,143.36,22122,1
186,given,posterior,4,1,0.0005,0.01,0.0205,0.0228,0.0574,0.1455,0.2582,0.2775,0.1531,0.0541,0.0005,29,female,1,200.92,22221,1
187,estimated,prior,4,1,0.0044,0.0044,0.0252,0.1175,0.174,0.3365,0.1739,0.125,0.0267,0.01,0.0024,18,female,0,375.32,22212,1
187,estimated,posterior,4,1,0,0,0,0,0.0135,0.1478,0.2484,0.2682,0.2767,0.0454,0,18,female,0,375.32,22212,1
188,given,posterior,4,1,0.0212,0.0304,0.012,0.0277,0,0.0199,0,0,0,0.8889,0,42,male,1,200.07,12222,1
189,estimated,prior,4,1,0.0373,0.0373,0.2007,0.0373,0.1487,0.2278,0.1617,0.0373,0.0373,0.0373,0.0373,24,female,1,179.78,22221,1
189,estimated,posterior,4,1,0.0003,0.0438,0.046,0.112,0.1548,0.216,0.1394,0.1095,0.0927,0.048,0.0376,24,female,1,179.78,22221,1
190,given,posterior,4,1,0,0,0,0,0,0,0.2006,0.373,0.3592,0.0673,0,24,male,1,199.07,22221,1
191,estimated,prior,4,1,0.0954,0.0923,0.0985,0.0937,0.0928,0.0867,0.0877,0.0902,0.0868,0.0886,0.0873,31,male,1,184.5,21222,1
191,estimated,posterior,4,1,0.0001,0.0017,0.0004,0.0032,0.0179,0.0492,0.1153,0.2105,0.3092,0.2071,0.0853,31,male,1,184.5,21222,1
192,given,posterior,4,1,0.1621,0.0007,0.0886,0.0132,0.0463,0.1713,0.0408,0.1281,0.0597,0.1161,0.1731,24,female,1,220.87,21222,1
193,given,posterior,4,1,0.0306,0.0306,0.062,0.0755,0.062,0.0992,0.1332,0.1697,0.2581,0.0486,0.0306,18,female,1,133.08,22221,1
194,estimated,prior,4,1,0.0567,0.1858,0.2423,0.1096,0.0426,0.0599,0.2119,0.0783,0.0033,0.0048,0.0048,21,female,1,159.28,22212,1
194,estimated,posterior,4,1,0.0172,0.0105,0.0017,0.0997,0.1066,0.1542,0.1382,0.2574,0.2112,0.0017,0.0017,21,female,1,159.28,22212,1
195,estimated,prior,4,1,0.0497,0.0497,0.0497,0.5015,0.0515,0.0497,0.0497,0.0497,0.0497,0.0497,0.0497,22,female,1,333.67,22212,1
195,estimated,posterior,4,1,0.0027,0.0587,0.0027,0.0027,0.0027,0.0027,0.0303,0.0273,0.0348,0.7783,0.0572,22,female,1,333.67,22212,1
196,estimated,prior,4,1,0,0.0462,0.0918,0.1294,0.2867,0.2039,0.1233,0.08,0.0252,0.0133,0,30,male,1,175.77,21222,1
196,estimated,posterior,4,1,0.0183,0.027,0.0197,0.0781,0.0918,0.1047,0.1177,0.2311,0.3064,0.003,0.0023,30,male,1,175.77,21222,1
197,given,posterior,4,1,0.014,0.1145,0,0,0,0.8033,0.0039,0,0,0.0642,0,27,female,1,95.78,22221,1
198,estimated,prior,4,1,0.0731,0.0605,0.0292,0.1106,0.1065,0.0292,0.0021,0.0939,0.1148,0.1962,0.1837,20,male,1,57.41,22212,0
198,estimated,posterior,4,1,0.0799,0.092,0.0678,0.0436,0.1695,0.109,0.0654,0.2397,0.0678,0.0291,0.0363,20,male,1,57.41,22212,0
199,given,posterior,4,1,0.0563,0.0714,0.0795,0.0947,0.1252,0.195,0.1205,0.0856,0.0781,0.0574,0.0363,25,female,1,157.5,22122,1
200,estimated,prior,4,1,0.0223,0.0507,0.0823,0.109,0.1437,0.1847,0.141,0.1142,0.0823,0.049,0.0207,18,male,1,310.95,22221,1
200,estimated,posterior,4,1,0.0229,0.0484,0.078,0.1194,0.1404,0.19,0.1458,0.1152,0.0724,0.0447,0.0229,18,male,1,310.95,22221,1
201,given,posterior,4,1,0,0,0,0,0,0,0.1566,0.1557,0.5268,0.161,0,20,female,1,392.57,22221,1
202,estimated,prior,4,1,0.0033,0,0.0833,0,0.4387,0,0.1163,0.0833,0.1163,0.0348,0.1241,27,male,0,89.27,22212,1
202,estimated,posterior,4,1,0.0688,0.0874,0,0.0502,0.0446,0,0,0.6968,0,0.0502,0.0019,27,male,0,89.27,22212,1
203,given,posterior,4,1,0.1136,0.1665,0.3245,0.1312,0.2641,0,0,0,0,0,0,31,male,1,341.43,22221,1
204,estimated,prior,4,1,0.0977,0.0885,0.0885,0.0885,0.0885,0.0895,0.0885,0.0885,0.0885,0.0885,0.1047,22,female,1,373.62,22212,1
204,estimated,posterior,4,1,0,0,0,0,0,0,0.0001,0,0.9999,0,0,22,female,1,373.62,22212,1
205,estimated,prior,4,1,0.0797,0.0901,0.0745,0.1265,0.1612,0.0277,0.149,0.0676,0.0763,0.0104,0.1369,23,male,1,102.87,22212,0
205,estimated,posterior,4,1,0.023,0.0026,0.023,0.023,0.023,0.023,0.087,0.6875,0.1046,0.0005,0.0026,23,male,1,102.87,22212,1
206,estimated,prior,4,1,0.1522,0.0535,0.0251,0.1538,0.0167,0.1656,0.1639,0.092,0.0234,0.0518,0.102,20,male,1,236.62,12222,0
206,estimated,posterior,4,1,0.1556,0.0366,0.0618,0.0847,0.1373,0.119,0.1739,0.1144,0.0229,0.0069,0.087,20,male,1,236.62,12222,0
207,estimated,prior,4,1,0.0021,0.0003,0.0598,0.0851,0.2061,0.2939,0.1793,0.1167,0.0378,0.0167,0.0021,21,male,1,375.53,22221,1
207,estimated,posterior,4,1,0.0005,0.0005,0.0005,0.0167,0.0437,0.107,0.1919,0.2322,0.3444,0.0622,0.0005,21,male,1,375.53,22221,1
208,estimated,prior,4,1,0.003,0.0947,0.5702,0.2975,0.0163,0.003,0.003,0.003,0.003,0.003,0.003,21,female,1,229.84,21222,1
208,estimated,posterior,4,1,0,0,0.0233,0.0825,0.287,0.25,0.1901,0.0974,0.0584,0.0112,0,21,female,1,229.84,21222,1
209,given,posterior,4,1,0.0378,0.0378,0.0378,0.0378,0.0378,0.0378,0.0378,0.2333,0.2375,0.227,0.0378,41,male,1,201.8,12222,1
210,estimated,prior,4,1,0.0022,0.0022,0.0579,0.0755,0.1638,0.4657,0.1726,0.0533,0.0022,0.0022,0.0022,24,female,1,312.12,22122,1
210,estimated,posterior,4,1,0,0,0,0,0,0.0507,0.1467,0.3293,0.4733,0,0,24,female,1,312.12,22122,1
211,estimated,prior,4,1,0.04,0.0433,0.0567,0.05,0.0493,0.0367,0.4557,0.135,0.06,0.0433,0.03,19,male,1,167.96,21222,1
211,estimated,posterior,4,1,0,0.0062,0,0,0,0,0,0,0.9938,0,0,19,male,1,167.96,21222,1
212,estimated,prior,4,1,0.0193,0.0874,0.0295,0.03,0.145,0.0567,0.0339,0.111,0.284,0.0733,0.13,22,male,1,173.87,22212,1
212,estimated,posterior,4,1,0.7976,0.007,0.0401,0.007,0.007,0.007,0.0304,0.0245,0.007,0.007,0.0654,22,male,1,173.87,22212,1
213,given,posterior,4,1,0,0,0.28,0,0,0.66,0,0,0.06,0,0,24,female,0,185.65,22221,1
214,estimated,prior,4,1,0.1505,0.2526,0.0204,0.0383,0.1097,0.0179,0.0102,0.0332,0.0612,0.148,0.1582,21,male,1,106.33,22212,0
214,estimated,posterior,4,1,0,0,0,0,0.0533,0.1576,0.2972,0.4019,0.09,0,0,21,male,1,106.33,22212,1
215,given,posterior,4,1,0,0.078,0.0985,0.1275,0.1228,0.2076,0.1375,0.108,0.0857,0.0325,0.0017,23,male,1,327.11,22221,1
216,estimated,prior,4,1,0.1128,0.1212,0.3008,0.1296,0.0557,0.1279,0.0473,0,0.0624,0.0388,0.0036,24,male,1,111.55,22122,1
216,estimated,posterior,4,1,0.0822,0.036,0.0115,0.0302,0.0245,0.0331,0.0274,0.5946,0.0721,0.0851,0.0033,24,male,1,111.55,22122,1
217,estimated,prior,4,1,0.1767,0.0806,0.0304,0.3904,0.05,0.0369,0,0.1199,0.0871,0.0151,0.0129,21,male,1,180.3,22221,1
217,estimated,posterior,4,1,0.0548,0.014,0.014,0.06,0.014,0.6952,0.014,0.014,0.0723,0.014,0.0337,21,male,1,180.3,22221,1
218,estimated,prior,4,1,0.0727,0.1709,0.0236,0.12,0.08,0.1218,0.16,0.0545,0.0164,0.0891,0.0909,18,female,1,37.22,22212,0
218,estimated,posterior,4,1,0.1309,0.1128,0.1142,0.1281,0.0237,0.0084,0.124,0.0933,0.0613,0.0752,0.1281,18,female,1,37.22,22212,0
219,estimated,prior,4,1,0.01,0.01,0.01,0.01,0.7269,0.096,0.097,0.01,0.01,0.01,0.01,19,female,1,144.28,12222,1
219,estimated,posterior,4,1,0.0004,0.0004,0.0004,0.0004,0.0004,0.0434,0.5847,0.3466,0.0223,0.0004,0.0004,19,female,1,144.28,12222,1
220,estimated,prior,4,1,0.0378,0.0307,0.0307,0.0307,0.23,0.3004,0.0307,0.0307,0.0453,0.2025,0.0307,26,female,1,307.64,22221,1
220,estimated,posterior,4,1,0.0003,0.0965,0.0772,0.0003,0.1738,0.0003,0.0003,0.0003,0.5686,0.0003,0.082,26,female,1,307.64,22221,1
221,estimated,prior,4,1,0.0736,0.1909,0.1054,0.0258,0.0159,0.1909,0.004,0.1213,0.1312,0.0974,0.0437,26,female,1,142.35,21222,0
221,estimated,posterior,4,1,0.0009,0.0742,0.05,0.0742,0.0848,0.1203,0.1497,0.1834,0.1927,0.0666,0.0033,26,female,1,142.35,21222,1
222,given,posterior,4,1,0.1223,0.1079,0.1353,0.0058,0.1324,0.0734,0.0547,0.0748,0.1108,0.1439,0.0388,19,male,1,163.66,22212,0
223,estimated,prior,4,1,0.0037,0.0037,0.0329,0.0721,0.1974,0.3771,0.1933,0.0734,0.0391,0.0037,0.0037,28,other,1,198.53,12222,1
223,estimated,posterior,4,1,0.002,0.0103,0.0214,0.026,0.0506,0.1144,0.161,0.4052,0.1571,0.0474,0.0046,28,other,1,198.53,12222,1
224,estimated,prior,4,1,0.0187,0.1303,0.0182,0.0108,0.3663,0.0709,0.0755,0.0187,0.0719,0.1157,0.1029,20,male,1,86.47,22221,1
224,estimated,posterior,4,1,0.019,0.0551,0.0482,0.0398,0.0532,0.0385,0.5363,0.1395,0.0704,0,0,20,male,1,86.47,22221,1
225,given,posterior,4,1,0.0015,0.0753,0.0125,0.054,0.1513,0.281,0.2288,0.1314,0.0583,0.0048,0.0011,19,nonbinary,1,195.68,22122,1
226,estimated,prior,4,1,0.0503,0.0503,0.0503,0.0503,0.0503,0.4944,0.0503,0.0503,0.0503,0.0526,0.0503,23,female,1,289.6,22122,1
226,estimated,posterior,4,1,0.0103,0.0103,0.0103,0.0121,0.0103,0.0103,0.0103,0.0103,0.8949,0.0103,0.0103,23,female,1,289.6,22122,1
227,given,posterior,4,1,0.0097,0.0097,0.0097,0.0097,0.8187,0.0943,0.0097,0.0097,0.0097,0.0097,0.0097,23,female,1,222.95,22122,1
228,estimated,prior,4,1,0,0,0.1459,0.2746,0.116,0.1921,0.1769,0.0318,0.0561,0.0025,0.0042,32,female,1,453.06,22221,1
228,estimated,posterior,4,1,0.0133,0.0133,0.0133,0.0133,0.0133,0.1328,0.1865,0.2825,0.217,0.1011,0.0133,32,female,1,453.06,22221,1
229,given,posterior,4,1,0.0427,0.0374,0.0303,0.0985,0.4271,0.2721,0.0301,0.0239,0.0225,0.0154,0,19,male,1,164.48,22212,1
230,estimated,prior,4,1,0.004,0.0282,0.0528,0.1184,0.1968,0.2212,0.1703,0.12,0.0633,0.0167,0.0083,29,male,1,145.89,22221,1
230,estimated,posterior,4,1,0.0053,0.0053,0.0053,0.0053,0.0053,0.0477,0.2141,0.2444,0.3158,0.1461,0.0053,29,male,1,145.89,22221,1
231,given,posterior,4,1,0.0162,0.0403,0.0608,0.0719,0.0918,0.3851,0.1023,0.0851,0.0638,0.0575,0.0252,21,female,1,194.24,22122,1
232,estimated,prior,4,1,0.0114,0.0733,0.0724,0.1219,0.1566,0.2007,0.1292,0.1087,0.07,0.0433,0.0125,28,male,1,269.22,21222,1
232,estimated,posterior,4,1,0,0,0.0221,0.0601,0.1064,0.2217,0.1777,0.1456,0.123,0.0896,0.0539,28,male,1,269.22,21222,1
233,estimated,prior,4,1,0.0294,0.0294,0.0294,0.4956,0.1903,0.0781,0.0294,0.0294,0.0304,0.0294,0.0294,26,male,1,212.25,22122,1
233,estimated,posterior,4,1,0.0012,0.0003,0.005,0.0108,0.0571,0.1109,0.2469,0.3306,0.211,0.0239,0.0024,26,male,1,212.25,22122,1
234,estimated,prior,4,1,0.0982,0.1481,0.0585,0.0321,0.0001,0,0.3554,0,0.1529,0.0321,0.1227,27,female,1,207.06,22221,1
234,estimated,posterior,4,1,0.1104,0.2993,0.1417,0.0386,0.0956,0,0,0.0312,0.1619,0.0901,0.0312,27,female,1,207.06,22221,1
235,given,posterior,4,1,0.0672,0.0791,0.0776,0.1134,0.0388,0.1045,0.1284,0.1239,0.0672,0.1179,0.0821,28,male,1,131.64,22221,0
236,estimated,prior,4,1,0.0343,0.0461,0.0676,0.0933,0.1515,0.2174,0.1536,0.0958,0.0692,0.0483,0.0228,21,male,1,375.88,22221,1
236,estimated,posterior,4,1,0.0028,0.0028,0.0246,0.0418,0.0607,0.1051,0.1636,0.1964,0.2956,0.1017,0.005,21,male,1,375.88,22221,1
237,estimated,prior,4,1,0,0.0324,0.0517,0.0567,0.0623,0.5024,0.0576,0.0445,0.0642,0.0548,0.0735,31,female,1,167.49,22212,1
