pID,condition,section,seenRed,seenBlue,e0,e10,e20,e30,e40,e50,e60,e70,e80,e90,e100,age,gender,botCheck,time,chipsOrder,actuallyEstimated
218,all,unlimited,4,1,0.0614,0.0424,0.0763,0.0803,0.0033,0.5014,0.0464,0.0478,0.0573,0.0478,0.0356,54,female,1,213.11,22221,1
219,five,five,4,1,0,0,0,0.0133,0.0233,0.0418,0.2555,0.337,0.2067,0.1224,0,23,male,1,127.7,22122,1
220,five,five,4,1,0.0003,0.003,0.0001,0.001,0.0032,0.0092,0.0978,0.1962,0.4196,0.1962,0.0734,23,male,1,167.84,22122,1
221,five,five,4,1,0.0001,0.0176,0.0167,0.0264,0.025,0.0679,0.0845,0.1702,0.4149,0.1718,0.0049,20,female,1,142.12,22212,1
222,all,five,4,1,0.0685,0,0.004,0,0.07,0.0656,0.6863,0.048,0.0011,0.0055,0.0509,40,female,0,274.57,22122,1
222,all,prior,0,0,0.073,0.3024,0.085,0.0381,0.0381,0.0381,0.2726,0.0381,0.0381,0.0381,0.0381,40,female,0,274.57,,1
222,all,unlimited,10,2,0.0473,0.1154,0.0172,0.0172,0.0172,0.0172,0.0172,0.6997,0.0172,0.0172,0.0172,40,female,0,274.57,221222221222,1
223,unlimited,unlimited,12,3,0.002,0,0,0,0,0,0,0,0.998,0,0,33,female,1,243.69,212222212212222,1
224,all,five,4,1,0,0,0,0,0,0.4971,0.5029,0,0,0,0,20,male,1,156.77,22122,1
224,all,prior,0,0,0.0013,0.0013,0.494,0.494,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,20,male,1,156.77,,1
224,all,unlimited,18,5,0,0,0,0,0,0,0,0.4997,0.5003,0,0,20,male,1,156.77,22122222122212200000000,1
225,five,five,4,1,0,0,0,0,0,0,0,0.0547,0.503,0.4423,0,21,female,1,182.83,21222,1
226,all,five,4,1,0.0108,0.0108,0.0167,0.0367,0.0467,0.105,0.1617,0.2316,0.2557,0.121,0.0033,34,male,1,262.32,22221,1
226,all,prior,0,0,0.0086,0.0232,0.0359,0.1186,0.172,0.2849,0.1608,0.1286,0.0434,0.0153,0.0086,34,male,1,262.32,,1
226,all,unlimited,12,3,0,0,0.0133,0.0367,0.0833,0.1429,0.1692,0.2002,0.2313,0.1231,0,34,male,1,262.32,222212221222212,1
227,unlimited,unlimited,26,6,0.042,0.0071,0.023,0,0,0.0388,0.023,0,0.7956,0.0705,0,42,female,1,132.1,22221222122122200000000000000000,1
228,unlimited,unlimited,4,1,0.0107,0.0107,0.0107,0.086,0.0799,0.1523,0.2272,0.246,0.1586,0.0072,0.0107,30,male,1,123.19,21222,1
229,five,five,4,1,0.0023,0.048,0.0288,0.0577,0.0971,0.1156,0.1124,0.1013,0.1819,0.1701,0.085,29,male,1,120.2,22221,1
230,unlimited,unlimited,20,5,0.0032,0.0071,0.01,0.0099,0.0093,0.0127,0.0251,0.0801,0.7462,0.0955,0.0009,23,male,1,301.48,2222122221212220000000000,1
231,five,five,4,1,0,0,0,0.0238,0.0502,0.0018,0.015,0,0.8898,0.0194,0,18,male,1,92.86,22221,1
232,unlimited,unlimited,4,1,0.2494,0.2505,0.2503,0.2498,0,0,0,0,0,0,0,44,male,0,342.19,22221,1
233,five,five,4,1,0,0,0.0543,0,0,0.3938,0.494,0,0.0318,0.0261,0,23,male,1,119.15,22212,1
234,all,five,4,1,0,0.0492,0.0368,0.0094,0,0.0177,0,0.0314,0.7901,0.0135,0.0519,38,male,0,271.56,22122,1
234,all,prior,0,0,0.09,0.0919,0.0941,0.0947,0.0941,0.0934,0.0867,0.0897,0.0857,0.0901,0.0897,38,male,0,271.56,,1
234,all,unlimited,8,2,0.0057,0.0434,0.0466,0.0466,0.0237,0,0,0,0,0.8339,0,38,male,0,271.56,2212222212,1
235,all,five,4,1,0,0.0147,0.0538,0.0782,0.1063,0.1079,0.1387,0.1369,0.2008,0.1626,0,38,female,1,239.26,21222,1
235,all,prior,0,0,0.0437,0.0502,0.0887,0.1078,0.1703,0.2463,0.1578,0.0295,0.0295,0.042,0.0342,38,female,1,239.26,,1
235,all,unlimited,12,3,0.003,0.0063,0.0201,0.0262,0.0356,0.0406,0.045,0.13,0.6483,0.045,0,38,female,1,239.26,212222222122221,1
236,all,five,4,1,0.0333,0.0473,0.0618,0.0866,0.1033,0.1362,0.1581,0.2067,0.1033,0.0633,0,19,male,1,475.58,22221,1
236,all,prior,0,0,0.0025,0.0425,0.0792,0.1225,0.1445,0.1735,0.17,0.1333,0.0853,0.04,0.0067,19,male,1,475.58,,1
236,all,unlimited,16,4,0.0025,0.0245,0.0308,0.0379,0.0459,0.0529,0.0564,0.2516,0.2488,0.2478,0.0011,19,male,1,475.58,22221221221222200000,1
237,all,five,4,1,0.0322,0.0296,0.0296,0.0376,0.4493,0.274,0.0296,0.0296,0.0296,0.0296,0.0296,21,male,0,66.76,12222,1
237,all,prior,0,0,0.1126,0.1489,0.0744,0.1279,0.0038,0.124,0.0878,0.0286,0,0.1775,0.1145,21,male,0,66.76,,0
237,all,unlimited,4,1,0.0237,0.0585,0.089,0.1587,0.0672,0.0019,0.1077,0.1762,0.1892,0.0367,0.0912,21,male,0,66.76,12222,1
238,unlimited,unlimited,4,1,0.0169,0.0777,0.223,0.0372,0.0169,0.0743,0.1047,0.1419,0.1622,0.125,0.0203,18,female,1,92.01,22221,0
239,five,five,4,1,0,0.0044,0.0072,0.0168,0.0283,0.0339,0.0705,0.4222,0.3487,0.0679,0,24,female,1,259.05,22212,1
240,all,five,4,1,0,0,0,0,0,0.9974,0,0,0.0026,0,0,37,female,1,179.05,21222,1
240,all,prior,0,0,0,0,0,0,0.0068,0.9932,0,0,0,0,0,37,female,1,179.05,,1
240,all,unlimited,4,1,0.0625,0.1326,0.0436,0.072,0.1345,0.0758,0.0038,0.1705,0.1439,0.0644,0.0966,37,female,1,179.05,21222,0
241,unlimited,unlimited,7,2,0,0,0,0,0,0,0.25,0.3336,0.3172,0.0992,0,19,male,1,143.5,212222212,1
242,five,five,4,1,0.0005,0.0026,0.232,0.1137,0.1148,0.2496,0.1781,0.0826,0.021,0.0023,0.0029,23,female,1,247.32,22221,1
243,all,five,4,1,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.1579,0.1626,0.484,0.1663,0.0042,22,male,1,485.18,21222,1
243,all,prior,0,0,0.003,0.003,0.003,0.003,0.2848,0.3912,0.3,0.003,0.003,0.003,0.003,22,male,1,485.18,,1
243,all,unlimited,20,5,0,0,0,0,0,0,0,0,0.997,0.003,0,22,male,1,485.18,2122222122222120000000000,1
244,five,five,4,1,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.3894,0.5956,0.0017,0.0017,29,male,1,142.13,21222,1
245,all,five,4,1,0,0,0,0,0.0196,0.0796,0.1356,0.1688,0.331,0.2652,0,23,male,1,297.51,22212,1
245,all,prior,0,0,0.01,0.0267,0.0518,0.1127,0.1771,0.2397,0.1703,0.119,0.0628,0.0233,0.0067,23,male,1,297.51,,1
245,all,unlimited,38,10,0,0,0,0,0.0067,0.0433,0.0867,0.1827,0.4094,0.2713,0,23,male,1,297.51,222122122222221000000000000000000000000000000000,1
246,unlimited,unlimited,13,3,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.09,0.8154,0.0917,0.0004,37,female,1,166.02,2122222212222210,1
247,unlimited,unlimited,10,2,0,0,0,0,0,0,0,0.816,0.184,0,0,47,male,1,178.51,221222221222,1
248,all,five,4,1,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.1953,0.599,0.1971,0.0011,0.0011,42,male,1,318.56,22221,1
248,all,prior,0,0,0.0003,0.0003,0.0003,0.0003,0.2518,0.4967,0.2488,0.0003,0.0003,0.0003,0.0003,42,male,1,318.56,,1
248,all,unlimited,20,5,0,0,0,0,0,0,0.0033,0.1,0.796,0.1007,0,42,male,1,318.56,2222121222122220000000000,1
249,five,five,4,1,0.0182,0.0182,0.0182,0.0182,0.0182,0.1034,0.2375,0.3543,0.1774,0.0182,0.0182,33,female,1,199.09,22212,1
250,five,five,4,1,0,0,0,0,0,0.1822,0.2431,0.4447,0.13,0,0,19,male,1,155.15,12222,1
251,five,five,4,1,0.0637,0.1357,0.1508,0.0151,0.0184,0.1524,0.1005,0.0184,0.1541,0.1675,0.0235,37,male,0,52.54,22122,0
252,all,five,4,1,0,0.1065,0.1092,0.1101,0.1233,0.1109,0.1093,0.1127,0.1081,0.11,0,41,male,1,710.21,22221,1
252,all,prior,0,0,0.0955,0.0925,0.0968,0.0886,0.0905,0.0873,0.0952,0.0872,0.0904,0.0883,0.0877,41,male,1,710.21,,1
252,all,unlimited,59,15,0.0005,0.0005,0.0005,0.0613,0.0909,0.1132,0.2261,0.226,0.1719,0.1087,0.0005,41,male,1,710.21,22221222122212200000000000000000000000000000000000000000000000000000000000,1
253,all,five,4,1,0.18,0.09,0.2387,0.0257,0.1152,0,0.0568,0.2935,0,0,0,20,male,1,118.52,22212,1
253,all,prior,0,0,0.0271,0.1762,0.1279,0.0269,0.0091,0.1545,0.0872,0.1439,0.0978,0.0038,0.1457,20,male,1,118.52,,1
253,all,unlimited,4,1,0.1307,0.0628,0.2362,0.0905,0.0653,0.0503,0.0352,0.1357,0.0126,0.1508,0.0302,20,male,1,118.52,22212,0
254,unlimited,unlimited,17,4,0.001,0.0112,0.0226,0.001,0.1099,0.0511,0.001,0.1137,0.5976,0.0796,0.0112,24,male,1,256.19,122222122222212000000,1
255,unlimited,unlimited,25,7,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.2147,0.7823,0.0003,0.0003,20,male,1,337.54,21222212222221200000000000000000,1
256,unlimited,unlimited,9,2,0.004,0.004,0.004,0.004,0.004,0.0752,0.004,0.004,0.7975,0.0953,0.004,33,male,1,202.53,21222122222,1
257,all,five,4,1,0,0,0.028,0,0.0199,0.0362,0.1467,0.2378,0.3624,0.1691,0,32,male,1,284.67,21222,1
257,all,prior,0,0,0.0207,0.0563,0.0887,0.107,0.1785,0.2349,0.1201,0.0873,0.0607,0.0246,0.0212,32,male,1,284.67,,1
257,all,unlimited,13,3,0.0018,0.0049,0.003,0.0017,0.0028,0.0018,0.0305,0.1,0.5104,0.3393,0.0036,32,male,1,284.67,2122222122122220,1
258,unlimited,unlimited,4,1,0.0841,0.009,0.021,0.003,0.036,0.039,0.009,0.2973,0.0841,0.1441,0.2733,25,female,1,494.83,12222,0
259,all,five,4,1,0.0021,0.0021,0.0021,0.0083,0.0277,0.05,0.13,0.2493,0.2869,0.2415,0,26,male,1,1129.6,22221,1
259,all,prior,0,0,0.0843,0.0964,0.0929,0.0886,0.0923,0.0901,0.0945,0.0971,0.0924,0.0838,0.0876,26,male,1,1129.6,,1
259,all,unlimited,21,5,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0575,0.4273,0.4121,0.1001,0.0004,26,male,1,1129.6,22221222212212200000000000,1
260,all,five,4,1,0.0626,0.1098,0.0081,0,0.0444,0.0227,0.5918,0.068,0.039,0,0.0535,28,female,1,111.44,21222,1
260,all,prior,0,0,0.0004,0.0775,0.0938,0.0004,0.0004,0.4915,0.0889,0.0709,0.0628,0.0922,0.0212,28,female,1,111.44,,1
260,all,unlimited,12,3,0.0017,0.027,0.0032,0.0017,0.027,0.0017,0.0509,0.0494,0.8012,0.0121,0.0241,28,female,1,111.44,212222222112222,1
261,all,five,4,1,0.0607,0.1407,0.0978,0.0993,0.0785,0.1452,0.1259,0.0637,0.0385,0.0844,0.0652,30,male,1,504.21,21222,0
261,all,prior,0,0,0,0.0074,0.234,0.0207,0.0714,0.252,0.0225,0.0767,0.0474,0.114,0.154,30,male,1,504.21,,1
261,all,unlimited,13,3,0.0091,0.0338,0.0307,0.033,0.0265,0.031,0.1821,0.225,0.2411,0.1848,0.003,30,male,1,504.21,2122222221222210,1
262,unlimited,unlimited,17,5,0.0025,0.002,0.0054,0.0167,0.055,0.1162,0.172,0.237,0.2815,0.1033,0.0083,21,male,1,249.93,1222222212221220000000,1
263,all,five,4,1,0.1457,0.1426,0.0986,0.1199,0.003,0.0395,0.0577,0.0197,0.1305,0.1199,0.1229,33,female,0,130.74,12222,0
263,all,prior,0,0,0.0022,0.0891,0.0957,0.037,0.0935,0.0196,0.1152,0.1609,0.0935,0.1913,0.1022,33,female,0,130.74,,0
263,all,unlimited,26,7,0.0726,0.0247,0.1144,0.0541,0.1267,0.0355,0.119,0.1437,0.0989,0.0696,0.1406,33,female,0,130.74,122222212222221000000000000000000,0
264,all,five,4,1,0.0701,0.0934,0,0.0191,0,0.0717,0.1862,0.2042,0.243,0.0717,0.0407,19,female,1,636.8,21222,1
264,all,prior,0,0,0.0779,0.0511,0.0444,0.4199,0.0987,0,0.0135,0,0.1595,0.0874,0.0476,19,female,1,636.8,,1
264,all,unlimited,12,4,0.0027,0.0776,0.1031,0.1151,0.1139,0.0776,0.1078,0.326,0.0476,0.0202,0.0086,19,female,1,636.8,2122222221212220,1
265,unlimited,unlimited,4,1,0.1051,0.1178,0.0287,0.1385,0.1529,0.0462,0.1051,0.1019,0.0398,0.1306,0.0334,25,male,1,51.8,21222,0
266,five,five,4,1,0.103,0.0749,0.178,0.0023,0.1663,0.1639,0.0164,0.0304,0.0937,0.0843,0.0867,36,female,1,99.92,22212,0
267,five,five,4,1,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102,0.0723,0.719,0.1345,0.0027,21,male,1,170.51,22122,1
268,five,five,4,1,0.0027,0.0027,0.0002,0.0022,0.0017,0.0836,0.2963,0.3943,0.1615,0.0543,0.0003,24,female,1,125.16,22221,1
269,all,five,4,1,0,0.2919,0.2074,0.1129,0.1506,0,0,0.089,0,0.1149,0.0333,25,male,1,211.86,22122,1
269,all,prior,0,0,0.0823,0.0823,0.0823,0.0823,0.0823,0.0823,0.0823,0.0823,0.0823,0.0823,0.1767,25,male,1,211.86,,1
269,all,unlimited,4,1,0.1079,0.1367,0.0344,0.1767,0.1478,0.0678,0.06,0.0278,0.0455,0.0344,0.1611,25,male,1,211.86,22122,1
270,five,five,4,1,0.0037,0.0037,0.0037,0.0037,0.0599,0.0037,0.065,0.0037,0.7913,0.0037,0.0582,66,male,1,86.54,22221,1
271,all,five,4,1,0.0251,0,0.0681,0.0082,0,0,0.1733,0.3123,0.0475,0.3119,0.0535,25,male,1,86.32,21222,1
271,all,prior,0,0,0.0828,0.0722,0.1338,0.0127,0.0849,0.0234,0.1529,0.0552,0.0149,0.1826,0.1847,25,male,1,86.32,,0
271,all,unlimited,4,1,0.0152,0.05,0.1217,0.1913,0.0696,0.2152,0.0543,0.0522,0.1783,0.0283,0.0239,25,male,1,86.32,21222,0
272,five,five,4,1,0.0002,0.003,0.0206,0.033,0.046,0.0577,0.1094,0.2074,0.3482,0.1736,0.0008,54,male,1,174.77,22212,1
273,unlimited,unlimited,9,2,0,0,0,0,0,0,0,0.12,0.6,0.28,0,18,male,1,289.18,22122221222,1
274,unlimited,unlimited,10,2,0.0022,0.0013,0.0026,0.0033,0.0032,0.0947,0.1994,0.4942,0.196,0.0005,0.0024,21,male,1,168.7,212222222122,1
275,all,five,4,1,0.1558,0.0211,0.1575,0.0438,0.0357,0.1023,0.0179,0.1185,0.1347,0.1429,0.0698,25,male,1,145.41,21222,0
275,all,prior,0,0,0.0036,0.1141,0.1649,0.0489,0.1486,0.0163,0.1449,0.1685,0.0236,0.1141,0.0525,25,male,1,145.41,,0
275,all,unlimited,4,1,0.0681,0.0813,0.1361,0.0756,0.1588,0.0057,0.0662,0.0662,0.104,0.121,0.1172,25,male,1,145.41,21222,0
276,unlimited,unlimited,12,3,0.0554,0.0554,0.0554,0.1255,0.1176,0.1143,0.1012,0.1112,0.2543,0,0.0096,21,male,1,265.88,212222222122122,1
277,all,five,4,1,0.0091,0,0.0762,0.0171,0.0283,0,0.7918,0.0076,0,0,0.0699,36,female,1,153.37,21222,1
277,all,prior,0,0,0.0676,0.0023,0.0178,0.0023,0.7979,0.0023,0.0023,0.0023,0.0023,0.0401,0.0625,36,female,1,153.37,,1
277,all,unlimited,10,3,0.0576,0.0008,0.0246,0,0,0,0,0.9008,0,0.0045,0.0118,36,female,1,153.37,2122222221212,1
278,all,five,4,1,0.0962,0.1434,0.0822,0.1206,0.035,0.0804,0.0559,0.0892,0.0997,0.0402,0.1573,37,female,1,303.91,12222,0
278,all,prior,0,0,0.0247,0.0988,0.1996,0.2037,0.1029,0.0329,0.1029,0.0185,0.1173,0.0638,0.035,37,female,1,303.91,,0
278,all,unlimited,14,3,0.0287,0.1304,0.0006,0.0585,0.0322,0.1041,0.148,0.3963,0.0813,0,0.0199,37,female,1,303.91,12222222122122200,1
279,all,five,4,1,0.0042,0.0042,0.0042,0.0082,0.019,0.0433,0.1093,0.2216,0.3638,0.2182,0.0042,20,female,1,587.02,22122,1
279,all,prior,0,0,0,0.0227,0.0434,0.0922,0.1906,0.2748,0.2003,0.0935,0.05,0.0313,0.0012,20,female,1,587.02,,1
279,all,unlimited,22,6,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.1588,0.6458,0.1539,0.0052,20,female,1,587.02,2212222122222210000000000000,1
280,unlimited,unlimited,25,6,0.0025,0.0038,0.0033,0.003,0.0041,0.003,0.0114,0.058,0.9003,0.0103,0.0001,27,male,1,368.23,2221222212212220000000000000000,1
281,five,five,4,1,0.005,0.005,0.005,0.005,0.005,0.1064,0.1638,0.242,0.2633,0.1944,0.005,23,female,1,124.33,22221,1
282,all,five,4,1,0.0022,0.0135,0.0239,0.0514,0.098,0.134,0.1942,0.2089,0.2089,0.0641,0.001,28,female,1,283.98,22212,1
282,all,prior,0,0,0.0133,0.107,0.1074,0.1104,0.1092,0.1083,0.1093,0.1087,0.1096,0.1101,0.0067,28,female,1,283.98,,1
282,all,unlimited,12,3,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.3043,0.3871,0.3033,0.0007,28,female,1,283.98,222121222221222,1
283,unlimited,unlimited,36,9,0,0,0,0,0,0,0.0706,0.602,0.3273,0,0,22,female,1,498.08,222122212221222000000000000000000000000000000,1
284,five,five,4,1,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.2146,0.5641,0.2035,0.0022,19,male,1,92.11,22221,1
285,all,five,4,1,0.023,0.023,0.023,0.023,0.0247,0.0645,0.1101,0.1625,0.4794,0.0439,0.023,23,male,1,197.26,22221,1
285,all,prior,0,0,0.1524,0.1037,0.081,0.1135,0.013,0.1183,0.1297,0.0016,0.0502,0.1345,0.1021,23,male,1,197.26,,0
285,all,unlimited,12,3,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0503,0.9119,0.0192,0.0023,23,male,1,197.26,222212212212222,1
286,all,five,4,1,0.006,0.0311,0.006,0.0912,0.0414,0.4913,0.0766,0.0898,0.0678,0.059,0.0399,56,female,1,200.19,22221,1
286,all,prior,0,0,0.1205,0.0567,0.0033,0.0533,0,0.4707,0.0619,0.1205,0.0308,0.0688,0.0136,56,female,1,200.19,,1
286,all,unlimited,15,4,0.1377,0.1441,0.0593,0.0339,0.0975,0.089,0.2034,0.0614,0.0275,0.0911,0.0551,56,female,1,200.19,2222112222221220000,0
287,unlimited,unlimited,4,1,0.0354,0.0605,0.0147,0.0147,0.0147,0.0147,0.0147,0.0147,0.7867,0.0147,0.0147,27,male,1,197.9,22122,1
288,all,five,4,1,0.0059,0.2119,0.4986,0.222,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0567,19,male,1,93.6,22221,1
288,all,prior,0,0,0,0,0.0006,0,0.2462,0.4757,0.2556,0.0213,0.0005,0,0,19,male,1,93.6,,1
288,all,unlimited,12,3,0,0.1814,0.642,0.1766,0,0,0,0,0,0,0,19,male,1,93.6,222212221222212,1
289,all,five,4,1,0,0,0,0,0,0,0.0082,0.1404,0.3633,0.4881,0,43,male,1,296.22,22122,1
289,all,prior,0,0,0.0882,0.091,0.0863,0.0868,0.1286,0.0846,0.0875,0.0888,0.0867,0.0865,0.0852,43,male,1,296.22,,1
289,all,unlimited,15,4,0,0,0,0,0,0,0,0,0.249,0.751,0,43,male,1,296.22,2212212222212220000,1
290,all,five,4,1,0,0.0067,0.0233,0.0403,0.0819,0.1279,0.2077,0.2684,0.1813,0.0625,0,31,male,1,1142.11,22122,1
290,all,prior,0,0,0,0.03,0.0433,0.1152,0.1971,0.2788,0.1928,0.0842,0.0418,0.0167,0,31,male,1,1142.11,,1
290,all,unlimited,24,6,0.0011,0.0011,0.0011,0.0011,0.0011,0.0073,0.0139,0.1011,0.7695,0.1017,0.0011,31,male,1,1142.11,221222222122221000000000000000,1
291,five,five,4,1,0,0,0,0,0,0.2983,0.1496,0.5348,0.0173,0,0,32,female,1,162.14,22212,1
292,unlimited,unlimited,5,2,0.0641,0.0975,0.0133,0.0641,0.1892,0.1425,0.1102,0.0641,0.1552,0.0625,0.0372,26,male,1,174.83,2221221,1
293,unlimited,unlimited,5,2,0,0,0,0.0232,0.0375,0.1022,0.2471,0.5,0.09,0,0,23,female,1,197.12,2212212,1
294,unlimited,unlimited,27,7,0,0,0,0,0,0,0.3104,0.6896,0,0,0,33,male,1,227.35,2222121222222210000000000000000000,1
295,unlimited,unlimited,12,3,0.0975,0.0159,0.0159,0.0159,0.0231,0.0159,0.0146,0.0159,0.7815,0.0022,0.0015,41,male,0,719.21,221221222222212,1
296,five,five,4,1,0,0,0,0,0.0002,0,0,0,0.9998,0,0,35,male,1,285.31,12222,1
297,all,five,4,1,0,0,0,0,0,0,0,0.2813,0.7187,0,0,18,male,1,134.36,22221,1
297,all,prior,0,0,0.0783,0.0931,0.0688,0.1296,0.1323,0.1066,0.0918,0.0459,0.0796,0.0823,0.0918,18,male,1,134.36,,0
297,all,unlimited,5,1,0,0,0,0,0,0,0,0.3471,0.6529,0,0,18,male,1,134.36,222212,1
298,all,five,4,1,0.0042,0.003,0.003,0.0063,0.0516,0.1692,0.3185,0.2495,0.1435,0.045,0.0063,21,female,1,585.42,21222,1
298,all,prior,0,0,0.0018,0.0719,0.1714,0.2201,0.1822,0.1458,0.0703,0.0446,0.0342,0.0349,0.0229,21,female,1,585.42,,1
298,all,unlimited,27,7,0.0004,0.002,0.0006,0.0001,0.0007,0.0032,0.0021,0.1657,0.5948,0.2299,0.0004,21,female,1,585.42,2122222122221220000000000000000000,1
299,unlimited,unlimited,11,2,0.0163,0.0163,0.0163,0.0163,0.0163,0.0293,0.1353,0.0163,0.5355,0.1856,0.0163,33,male,1,207.33,1222221222222,1
300,unlimited,unlimited,12,3,0.0021,0.004,0.004,0.004,0.004,0.0234,0.0286,0.0987,0.7959,0.0344,0.001,40,female,1,441.62,122222221212222,1
301,five,five,4,1,0,0,0.1982,0,0,0,0,0.8018,0,0,0,60,female,1,196.77,21222,1
302,unlimited,unlimited,4,1,0.0642,0.07,0.1023,0.1178,0.0893,0.1951,0.0803,0.079,0.048,0.0454,0.1087,34,female,1,93.69,21222,1
303,unlimited,unlimited,28,7,0,0,0,0,0,0,0.2978,0.4059,0.2963,0,0,35,male,1,323,22122122222222100000000000000000000,1
304,five,five,4,1,0.0009,0.0009,0.0009,0.0009,0.0001,0.0967,0.8958,0.0009,0.0009,0.0009,0.0009,26,female,1,287.09,21222,1
305,five,five,4,1,0,0,0.013,0.023,0.062,0.1127,0.1797,0.2255,0.2502,0.1339,0,21,male,1,123.31,22221,1
306,five,five,4,1,0,0,0,0.0808,0.1731,0.5028,0.1795,0.0637,0,0,0,26,female,1,205.39,12222,1
307,unlimited,unlimited,16,4,0.0047,0.0047,0.0047,0.0019,0.0033,0.0049,0.0647,0.1319,0.6438,0.1311,0.0043,30,male,1,366,22221222122222100000,1
308,unlimited,unlimited,12,3,0.0025,0.0016,0.0016,0.0028,0.0021,0.0009,0.0424,0.451,0.4507,0.042,0.0024,38,female,1,414.35,222122122222221,1
309,unlimited,unlimited,8,2,0,0.0285,0.013,0,0.0108,0,0,0.0197,0.8597,0.013,0.0552,47,female,1,148.68,1222222122,1
310,unlimited,unlimited,12,3,0.0027,0.0023,0.0027,0.0008,0.0008,0.0535,0.0935,0.1408,0.6994,0.0001,0.0035,28,female,1,167.17,222212212212222,1
311,all,five,4,1,0.7955,0.0087,0.0087,0.0087,0.0404,0.0087,0.026,0.0087,0.0774,0.0087,0.0087,28,female,1,149.04,21222,1
311,all,prior,0,0,0.0954,0.0436,0.1273,0.0153,0.1821,0.0589,0.0267,0.1212,0.0994,0.1167,0.1133,28,female,1,149.04,,1
311,all,unlimited,8,2,0.0021,0,0.0547,0.0322,0,0.0277,0,0.0202,0.7971,0.0187,0.0472,28,female,1,149.04,2122222221,1
312,unlimited,unlimited,7,1,0.006,0.006,0.006,0.006,0.006,0.7493,0.1967,0.006,0.006,0.006,0.006,33,female,1,162.42,21222222,1
313,all,five,4,1,0.0865,0.0815,0.0849,0.1647,0.0433,0.1131,0.1614,0.0216,0.1464,0.0017,0.0948,26,male,1,201.7,22221,0
313,all,prior,0,0,0.0115,0.0395,0.0921,0.0148,0.0609,0.1579,0.1283,0.1595,0.1563,0.0214,0.1579,26,male,1,201.7,,0
313,all,unlimited,14,3,0.0013,0.0001,0.0022,0.0713,0.0995,0.1031,0.1053,0.0663,0.3984,0.0411,0.1115,26,male,1,201.7,22221122222221200,1
314,all,five,4,1,0,0,0,0,0,0,0.175,0.3944,0.3915,0.0391,0,21,female,1,320.2,22212,1
314,all,prior,0,0,0.0002,0,0,0,0.0968,0.2914,0.4922,0.0988,0.0207,0,0,21,female,1,320.2,,1
314,all,unlimited,4,1,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,0.2859,0.3952,0.2901,0.0036,0.0036,21,female,1,320.2,22212,1
315,five,five,4,1,0.1992,0.037,0.1273,0.0021,0.0903,0.0205,0.152,0.0821,0.1437,0.0575,0.0883,48,female,1,55.24,22122,0
316,five,five,4,1,0.077,0.0827,0,0.0241,0.0203,0,0,0,0.7958,0,0,31,male,1,152.07,22212,1
317,unlimited,unlimited,17,4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.1469,0.1926,0.4922,0.021,26,male,1,167.88,221222212222221000000,1
318,five,five,4,1,0.1664,0.1473,0.0659,0.0572,0.1057,0.0208,0.1109,0.1196,0.104,0.0884,0.0139,26,male,1,47.59,22221,0
319,all,five,4,1,0.0029,0.0029,0,0.0086,0.0277,0.0706,0.1584,0.2167,0.3707,0.1417,0,21,female,1,259.71,21222,1
319,all,prior,0,0,0.02,0.0283,0.0528,0.0898,0.162,0.2962,0.1632,0.0878,0.06,0.02,0.02,21,female,1,259.71,,1
319,all,unlimited,8,2,0,0,0,0,0,0.0744,0.1341,0.2513,0.359,0.1812,0,21,female,1,259.71,2122222221,1
320,unlimited,unlimited,5,2,0.1608,0.053,0.0521,0.1201,0.0598,0.0613,0.099,0.0688,0.1143,0.1117,0.099,37,female,1,290.79,2222121,1
321,all,five,4,1,0.0011,0.0011,0.0011,0.0011,0.0156,0.0524,0.0722,0.1338,0.3197,0.4007,0.0011,26,nonbinary,1,321.3,22212,1
321,all,prior,0,0,0.1813,0.0016,0.1913,0.3386,0.0728,0.0016,0.1061,0.0016,0.028,0.0016,0.0756,26,nonbinary,1,321.3,,1
321,all,unlimited,15,3,0,0,0,0,0,0,0.0548,0.1575,0.4142,0.3735,0,26,nonbinary,1,321.3,222122212222122000,1
322,unlimited,unlimited,13,3,0.0914,0.0258,0.0661,0.0869,0.0974,0.0884,0.1316,0.1451,0.0219,0.1033,0.1421,28,female,1,208.28,2222122212222210,1
323,five,five,4,1,0.0013,0.0013,0.0013,0.0215,0.0504,0.1379,0.2776,0.3742,0.1323,0.0013,0.0013,24,nonbinary,1,163.69,22122,1
