"","pID","condition","section","seenRed","seenBlue","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","time","chipsOrder","actuallyEstimated","selected","beta","gamma","delta","value"
"84","410","all","unlimited",12,3,0.0236936936936937,0.0236936936936937,0.0236936936936937,0.0236936936936937,0.0236936936936937,0.0236936936936937,0.0236936936936937,0.0584684684684685,0.728288288288288,0.0236936936936937,0.0236936936936937,24,"male",1,199.76,122222212222122,1,15,0.9999999,3.72056713826253,3.59719281172242,0.0160199589422915
"85","411","all","unlimited",12,4,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.816396396396396,0.102522522522523,0.00900900900900901,23,"male",1,242.21,2221222212122220,1,16,0.9999999,4.37158415612494,2.14540863809863,0.00237495484680382
"86","414","all","unlimited",16,4,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.4,0.243243243243243,0.284684684684685,0.00900900900900901,18,"male",1,220.87,21222221222212198400,1,20,0.802267781457697,0.412058115422088,1e-07,0.00759998555927612
"87","418","all","unlimited",12,3,0.00954782921996037,0.00999819852278869,0.0111691587101423,0.0117096018735363,0.0103584939650513,0.0116195280129706,0.105656638443524,0.313096739326248,0.394613583138173,0.108899297423888,0.0133309313637182,25,"male",1,189.1,222122222122122,1,15,1e-07,1.18725514246244,1.38327659117429,0.00152692594732009
"88","426","all","unlimited",16,4,0.0219800018016395,0.0105395910278353,0.107107467795694,0.0105395910278353,0.0476533645617512,0.0105395910278353,0.547878569498243,0.0830555805783263,0.070173858210972,0.0749482028646068,0.0155841816052608,19,"female",1,399.13,22122222212212199424,1,20,1e-07,2.49589582094876,6.37328629464582,0.0670158014265016
"89","429","all","unlimited",10,3,0.00900900900900901,0.0312612612612613,0.039009009009009,0.0420720720720721,0.03,0.0540540540540541,0.148018018018018,0.181891891891892,0.215495495495495,0.24018018018018,0.00900900900900901,21,"female",1,205.13,1222222212212,1,13,0.326163192164531,0.187252901847756,1e-07,0.00311101743882151
"90","438","all","unlimited",19,5,0.0141441441441441,0.0111711711711712,0.178288288288288,0.285945945945946,0.237027027027027,0.154144144144144,0.0435135135135135,0.0427927927927928,0.0116216216216216,0.00945945945945946,0.0118918918918919,34,"male",1,255.26,2.22211222212222e+23,1,24,1e-07,0.17890895046862,1.39056718249224,0.00301593479648646
"91","441","all","unlimited",15,4,0.0107197549770291,0.0107197549770291,0.011530492748401,0.0135122961895325,0.0111701648500135,0.0096387712818665,0.221331411584542,0.385460769300063,0.302134942797946,0.0111701648500135,0.0126114764435636,51,"female",1,347.36,2221222221221220096,1,19,1e-07,1.00326460571758,1.42717801260796,0.00337439056315425
"92","443","all","unlimited",9,2,0.0104513920172989,0.0304531939814398,0.171186593386792,0.0533381385710424,0.0462203802144337,0.427335796017659,0.00900982070456798,0.043337237588972,0.0633390395531129,0.0847824128299847,0.0605459951346968,31,"female",1,216.21,22221221222,1,11,0.9999999,0.108644665204426,1.27732281616357,0.0437507854566533
"93","448","all","unlimited",13,4,0.0101801801801802,0.0106306306306306,0.0090990990990991,0.0235135135135135,0.0635135135135135,0.108198198198198,0.181081081081081,0.279369369369369,0.216396396396396,0.0882882882882883,0.00972972972972973,22,"female",1,192.31,21222222122122200,1,17,1e-07,0.422911834552571,0.537084837297478,0.0021605872015979
"94","449","all","unlimited",10,2,0.030087379515359,0.0310782812359247,0.0325195928294748,0.0359427078641564,0.0893613188001081,0.112962796144491,0.123322223223133,0.186469687415548,0.199261327808306,0.128637059724349,0.0303576254391496,32,"female",1,254.45,212222122222,1,12,0.191955156684157,0.186762292785416,0.273889965880682,0.00512349599435618
"95","47","all","unlimited",30,7,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.90990990990991,0.00900900900900901,0.00900900900900901,21,"male",1,231.01,2.22122222112222e+36,1,37,0.9999999,2.65171053621112,2.60129448358041,0.00233782893271566
"96","58","all","unlimited",20,5,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.354356248310659,0.479682854311199,0.0938823317415984,0.00900982070456798,30,"female",1,282.01,2.21222221221222e+24,1,25,0.470126843772814,1.13947099462961,1.30500122680283,0.00471080199600003
"97","65","all","unlimited",12,3,0.00936936936936937,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.909549549549549,0.00900900900900901,0.00900900900900901,24,"male",1,301.75,222211222212222,1,15,1e-07,6.820565741944,6.24145090360995,0.00240314894620543
"98","66","all","unlimited",19,5,0.0109900009008197,0.00918836140888208,0.00945860733267273,0.0107197549770291,0.0275650842266462,0.0914332042158364,0.158274029366724,0.222052067381317,0.341861093595172,0.108638861363841,0.00981893523106026,36,"male",1,679.54,1.22221222222212e+23,1,24,0.43135637050652,0.459927667221236,0.5013997763671,0.0065674011233281
"99","69","all","unlimited",8,2,0.0216216216216216,0.0216216216216216,0.0216216216216216,0.0771171171171171,0.0216216216216216,0.0693693693693694,0.0238738738738739,0.0216216216216216,0.625405405405405,0.0216216216216216,0.0745045045045045,19,"female",1,170.3,1222222122,1,10,0.9999999,5.19607506304492,4.77834857351436,0.0544530054664376
"100","71","all","unlimited",44,11,0.0114424722948013,0.0139652220920804,0.0109919812595729,0.0101810973961618,0.0101810973961618,0.0222542571402829,0.0642400216235697,0.125777097035769,0.545004054419317,0.134156230291017,0.0518064690512659,19,"male",1,625.29,2.22212222112222e+54,1,55,0.0228906915196262,0.613440957813447,0.564708616048041,0.0166115852994824
"101","79","all","unlimited",20,5,0.00990990990990991,0.00990990990990991,0.00990990990990991,0.00990990990990991,0.00990990990990991,0.00990990990990991,0.00990990990990991,0.173423423423423,0.737387387387387,0.00990990990990991,0.00990990990990991,31,"male",1,566.29,2.21221222212222e+24,1,25,1e-07,2.42150673568111,2.52834363258387,0.00259374836860006
"102","81","all","unlimited",4,1,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.014954954954955,0.00900900900900901,0.903963963963964,0.00900900900900901,0.00900900900900901,30,"female",1,127.97,12222,1,5,0.9999999,11.8511466401563,12.6660451345643,0.00269167780659099
"103","84","all","unlimited",16,4,0.00900900900900901,0.00900900900900901,0.0225225225225225,0.0432432432432432,0.0743243243243243,0.09,0.108108108108108,0.231891891891892,0.253063063063063,0.14981981981982,0.00900900900900901,18,"female",1,418.76,22212122222212198400,1,20,1e-07,0.230670124757055,0.260187507982859,0.00635167858367221
"104","85","all","unlimited",12,3,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0101801801801802,0.0409009009009009,0.00900900900900901,0.0233333333333333,0.862522522522522,0.00900900900900901,0.00900900900900901,27,"male",1,315.7,122222222122212,1,15,0.499999500616404,5.79539418430284,5.38959687066209,0.00593609867425765
"105","91","all","unlimited",16,4,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0121621621621622,0.906756756756757,0.00900900900900901,0.00900900900900901,17,"male",1,258.96,22221222122222100480,1,20,0.35672240125515,5.02807922214046,4.62194072756505,0.00237875445847833
"106","94","all","unlimited",22,5,0.0101792631294478,0.0119809026213855,0.0119809026213855,0.00936852535807585,0.0110800828754166,0.0100891811548509,0.0520673813169985,0.0926042698855959,0.713809566705702,0.067831726871453,0.00900819745968832,26,"female",1,263,1.22222122222122e+26,1,27,0.515255706744545,2.03094322055883,2.03349423069742,0.00822583401023826
"107","99","all","unlimited",10,2,0.0146846846846847,0.0775675675675676,0.047027027027027,0.0146846846846847,0.0642342342342342,0.0244144144144144,0.0695495495495495,0.047027027027027,0.265855855855856,0.36027027027027,0.0146846846846847,42,"male",1,164.51,122222212222,1,12,0.0301139227379608,0.32745040970213,1e-07,0.0262602224343612
