"","pID","condition","section","seenRed","seenBlue","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","time","chipsOrder","actuallyEstimated"
"165",424,"all","five",4,1,0.0986,0.1557,0.1609,0.1401,0.0208,0.0657,0.0727,0.0242,0.0398,0.1488,0.0727,33,"female",1,99.93,22221,0
"166",424,"all","prior",0,0,0.0156,0.226,0.0208,0,0.0961,0.1688,0.039,0.0987,0.226,0.0545,0.0545,33,"female",1,99.93,NA,0
"167",424,"all","unlimited",4,1,0.1605,0.0289,0.0369,0.1525,0.0401,0.008,0.1477,0.1509,0.122,0.1477,0.0048,33,"female",1,99.93,22221,0
"168",433,"five","five",4,1,0.0107,0.0107,0.0107,0.0132,0.0217,0.0117,0.0969,0.1943,0.5952,0.0189,0.016,19,"male",0,235.72,12222,1
"169",434,"five","five",4,1,0.0236,0.1532,0.0668,0.1513,0.0354,0.0236,0.0511,0.1356,0.1375,0.1218,0.1002,19,"male",1,60.38,22122,0
"170",435,"all","five",4,1,0.1216,0.027,0.2072,0.1667,0.1577,0.1757,0.0225,0.009,0.0541,0.0315,0.027,36,"female",1,52.44,22122,0
"171",435,"all","prior",0,0,0.031,0.0332,0.0929,0.1881,0.0487,0.2168,0.1416,0.0708,0.0531,0.0951,0.0288,36,"female",1,52.44,NA,0
"172",435,"all","unlimited",4,1,0.0806,0.0189,0.0429,0.1544,0.1664,0.1115,0.0446,0.1715,0.0069,0.072,0.1304,36,"female",1,52.44,22122,0
"173",442,"unlimited","unlimited",9,3,0.0406,0.0747,0.1494,0.0682,0.1169,0.0276,0.1445,0.1299,0.0731,0.0325,0.1429,39,"female",1,143.07,122221222221,0
"174",452,"all","five",4,1,0.0042,0.0042,0.0042,0.0042,0.0042,0.09,0.2388,0.351,0.2462,0.0487,0.0042,24,"male",1,100.89,22122,1
"175",452,"all","prior",0,0,0.1077,0.0889,0.0991,0.1692,0.0171,0.1641,0.0496,0.1504,0.0171,0.0376,0.0991,24,"male",1,100.89,NA,0
"176",452,"all","unlimited",11,2,0.0798,0.142,0.1284,0.0837,0.0117,0.0292,0.1012,0.1946,0.0914,0.1226,0.0156,24,"male",1,100.89,2212222221222,0
