"","pID","condition","section","seenRed","seenBlue","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","time","chipsOrder","actuallyEstimated","selected"
"171","248","all","unlimited",20,5,0,0,0,0,0,0,0.0033,0.1,0.796,0.1007,0,42,"male",1,318.56,2.22212122212222e+24,1,25
"172","252","all","five",4,1,0,0.1065,0.1092,0.1101,0.1233,0.1109,0.1093,0.1127,0.1081,0.11,0,41,"male",1,710.21,22221,1,5
"173","252","all","prior",0,0,0.0955,0.0925,0.0968,0.0886,0.0905,0.0873,0.0952,0.0872,0.0904,0.0883,0.0877,41,"male",1,710.21,NA,1,0
"174","252","all","unlimited",59,15,5e-04,5e-04,5e-04,0.0613,0.0909,0.1132,0.2261,0.226,0.1719,0.1087,5e-04,41,"male",1,710.21,2.22212221222122e+73,1,74
"175","257","all","five",4,1,0,0,0.028,0,0.0199,0.0362,0.1467,0.2378,0.3624,0.1691,0,32,"male",1,284.67,21222,1,5
"176","257","all","prior",0,0,0.0207,0.0563,0.0887,0.107,0.1785,0.2349,0.1201,0.0873,0.0607,0.0246,0.0212,32,"male",1,284.67,NA,1,0
"177","257","all","unlimited",13,3,0.0018,0.0049,0.003,0.0017,0.0028,0.0018,0.0305,0.1,0.5104,0.3393,0.0036,32,"male",1,284.67,2122222122122220,1,16
"178","259","all","five",4,1,0.0021,0.0021,0.0021,0.0083,0.0277,0.05,0.13,0.2493,0.2869,0.2415,0,26,"male",1,1129.6,22221,1,5
"179","259","all","prior",0,0,0.0843,0.0964,0.0929,0.0886,0.0923,0.0901,0.0945,0.0971,0.0924,0.0838,0.0876,26,"male",1,1129.6,NA,1,0
"180","259","all","unlimited",21,5,4e-04,4e-04,4e-04,4e-04,4e-04,4e-04,0.0575,0.4273,0.4121,0.1001,4e-04,26,"male",1,1129.6,2.22212222122122e+25,1,26
"181","260","all","five",4,1,0.0626,0.1098,0.0081,0,0.0444,0.0227,0.5918,0.068,0.039,0,0.0535,28,"female",1,111.44,21222,1,5
"182","260","all","prior",0,0,4e-04,0.0775,0.0938,4e-04,4e-04,0.4915,0.0889,0.0709,0.0628,0.0922,0.0212,28,"female",1,111.44,NA,1,0
"183","260","all","unlimited",12,3,0.0017,0.027,0.0032,0.0017,0.027,0.0017,0.0509,0.0494,0.8012,0.0121,0.0241,28,"female",1,111.44,212222222112222,1,15
"184","264","all","five",4,1,0.0701,0.0934,0,0.0191,0,0.0717,0.1862,0.2042,0.243,0.0717,0.0407,19,"female",1,636.8,21222,1,5
"185","264","all","prior",0,0,0.0779,0.0511,0.0444,0.4199,0.0987,0,0.0135,0,0.1595,0.0874,0.0476,19,"female",1,636.8,NA,1,0
"186","264","all","unlimited",12,4,0.0027,0.0776,0.1031,0.1151,0.1139,0.0776,0.1078,0.326,0.0476,0.0202,0.0086,19,"female",1,636.8,2122222221212220,1,16
"187","269","all","five",4,1,0,0.2919,0.2074,0.1129,0.1506,0,0,0.089,0,0.1149,0.0333,25,"male",1,211.86,22122,1,5
"188","269","all","prior",0,0,0.0823,0.0823,0.0823,0.0823,0.0823,0.0823,0.0823,0.0823,0.0823,0.0823,0.1767,25,"male",1,211.86,NA,1,0
"189","269","all","unlimited",4,1,0.1079,0.1367,0.0344,0.1767,0.1478,0.0678,0.06,0.0278,0.0455,0.0344,0.1611,25,"male",1,211.86,22122,1,5
"190","277","all","five",4,1,0.0091,0,0.0762,0.0171,0.0283,0,0.7918,0.0076,0,0,0.0699,36,"female",1,153.37,21222,1,5
"191","277","all","prior",0,0,0.0676,0.0023,0.0178,0.0023,0.7979,0.0023,0.0023,0.0023,0.0023,0.0401,0.0625,36,"female",1,153.37,NA,1,0
"192","277","all","unlimited",10,3,0.0576,8e-04,0.0246,0,0,0,0,0.9008,0,0.0045,0.0118,36,"female",1,153.37,2122222221212,1,13
"193","279","all","five",4,1,0.0042,0.0042,0.0042,0.0082,0.019,0.0433,0.1093,0.2216,0.3638,0.2182,0.0042,20,"female",1,587.02,22122,1,5
"194","279","all","prior",0,0,0,0.0227,0.0434,0.0922,0.1906,0.2748,0.2003,0.0935,0.05,0.0313,0.0012,20,"female",1,587.02,NA,1,0
"195","279","all","unlimited",22,6,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.0052,0.1588,0.6458,0.1539,0.0052,20,"female",1,587.02,2.21222212222221e+27,1,28
"196","282","all","five",4,1,0.0022,0.0135,0.0239,0.0514,0.098,0.134,0.1942,0.2089,0.2089,0.0641,0.001,28,"female",1,283.98,22212,1,5
"197","282","all","prior",0,0,0.0133,0.107,0.1074,0.1104,0.1092,0.1083,0.1093,0.1087,0.1096,0.1101,0.0067,28,"female",1,283.98,NA,1,0
"198","282","all","unlimited",12,3,7e-04,7e-04,7e-04,7e-04,7e-04,7e-04,7e-04,0.3043,0.3871,0.3033,7e-04,28,"female",1,283.98,222121222221222,1,15
"199","288","all","five",4,1,0.0059,0.2119,0.4986,0.222,8e-04,8e-04,8e-04,8e-04,8e-04,8e-04,0.0567,19,"male",1,93.6,22221,1,5
"200","288","all","prior",0,0,0,0,6e-04,0,0.2462,0.4757,0.2556,0.0213,5e-04,0,0,19,"male",1,93.6,NA,1,0
"201","288","all","unlimited",12,3,0,0.1814,0.642,0.1766,0,0,0,0,0,0,0,19,"male",1,93.6,222212221222212,1,15
"202","289","all","five",4,1,0,0,0,0,0,0,0.0082,0.1404,0.3633,0.4881,0,43,"male",1,296.22,22122,1,5
"203","289","all","prior",0,0,0.0882,0.091,0.0863,0.0868,0.1286,0.0846,0.0875,0.0888,0.0867,0.0865,0.0852,43,"male",1,296.22,NA,1,0
"204","289","all","unlimited",15,4,0,0,0,0,0,0,0,0,0.249,0.751,0,43,"male",1,296.22,2212212222212219904,1,19
"205","290","all","five",4,1,0,0.0067,0.0233,0.0403,0.0819,0.1279,0.2077,0.2684,0.1813,0.0625,0,31,"male",1,1142.11,22122,1,5
"206","290","all","prior",0,0,0,0.03,0.0433,0.1152,0.1971,0.2788,0.1928,0.0842,0.0418,0.0167,0,31,"male",1,1142.11,NA,1,0
"207","290","all","unlimited",24,6,0.0011,0.0011,0.0011,0.0011,0.0011,0.0073,0.0139,0.1011,0.7695,0.1017,0.0011,31,"male",1,1142.11,2.21222222122221e+29,1,30
"208","298","all","five",4,1,0.0042,0.003,0.003,0.0063,0.0516,0.1692,0.3185,0.2495,0.1435,0.045,0.0063,21,"female",1,585.42,21222,1,5
"209","298","all","prior",0,0,0.0018,0.0719,0.1714,0.2201,0.1822,0.1458,0.0703,0.0446,0.0342,0.0349,0.0229,21,"female",1,585.42,NA,1,0
"210","298","all","unlimited",27,7,4e-04,0.002,6e-04,1e-04,7e-04,0.0032,0.0021,0.1657,0.5948,0.2299,4e-04,21,"female",1,585.42,2.12222212222122e+33,1,34
"211","311","all","five",4,1,0.7955,0.0087,0.0087,0.0087,0.0404,0.0087,0.026,0.0087,0.0774,0.0087,0.0087,28,"female",1,149.04,21222,1,5
"212","311","all","prior",0,0,0.0954,0.0436,0.1273,0.0153,0.1821,0.0589,0.0267,0.1212,0.0994,0.1167,0.1133,28,"female",1,149.04,NA,1,0
"213","311","all","unlimited",8,2,0.0021,0,0.0547,0.0322,0,0.0277,0,0.0202,0.7971,0.0187,0.0472,28,"female",1,149.04,2122222221,1,10
"214","314","all","five",4,1,0,0,0,0,0,0,0.175,0.3944,0.3915,0.0391,0,21,"female",1,320.2,22212,1,5
"215","314","all","prior",0,0,2e-04,0,0,0,0.0968,0.2914,0.4922,0.0988,0.0207,0,0,21,"female",1,320.2,NA,1,0
"216","314","all","unlimited",4,1,0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,0.2859,0.3952,0.2901,0.0036,0.0036,21,"female",1,320.2,22212,1,5
"217","319","all","five",4,1,0.0029,0.0029,0,0.0086,0.0277,0.0706,0.1584,0.2167,0.3707,0.1417,0,21,"female",1,259.71,21222,1,5
"218","319","all","prior",0,0,0.02,0.0283,0.0528,0.0898,0.162,0.2962,0.1632,0.0878,0.06,0.02,0.02,21,"female",1,259.71,NA,1,0
"219","319","all","unlimited",8,2,0,0,0,0,0,0.0744,0.1341,0.2513,0.359,0.1812,0,21,"female",1,259.71,2122222221,1,10
"220","321","all","five",4,1,0.0011,0.0011,0.0011,0.0011,0.0156,0.0524,0.0722,0.1338,0.3197,0.4007,0.0011,26,"nonbinary",1,321.3,22212,1,5
"221","321","all","prior",0,0,0.1813,0.0016,0.1913,0.3386,0.0728,0.0016,0.1061,0.0016,0.028,0.0016,0.0756,26,"nonbinary",1,321.3,NA,1,0
"222","321","all","unlimited",15,3,0,0,0,0,0,0,0.0548,0.1575,0.4142,0.3735,0,26,"nonbinary",1,321.3,222122212222121984,1,18
"223","325","all","five",4,1,7e-04,7e-04,7e-04,7e-04,7e-04,7e-04,0.1491,0.2892,0.4214,0.1352,7e-04,28,"male",1,635,22212,1,5
"224","325","all","prior",0,0,0.0367,0.0719,0.0867,0.1004,0.1217,0.1379,0.1157,0.1123,0.096,0.0841,0.0367,28,"male",1,635,NA,1,0
"225","325","all","unlimited",20,5,0,0,0,0,0,0,0.0486,0.1807,0.7197,0.051,0,28,"male",1,635,2.22122122212222e+24,1,25
"226","327","all","five",4,1,0,0,0,0,0,0,0,0.3,0.2739,0.4261,0,24,"male",1,351.7,22122,1,5
"227","327","all","prior",0,0,0.0956,0.0964,0.0972,0.0997,0.1024,0.105,0.0967,0.1074,0.1004,0.0992,0,24,"male",1,351.7,NA,1,0
"228","327","all","unlimited",17,4,0,0,0,0,0,0,0,0,0.5088,0.4912,0,24,"male",1,351.7,2.21221222222122e+20,1,21
"229","335","all","five",4,1,0.0326,0.1313,0.2044,0.1646,0.1877,0.0939,0.055,0.0151,0.0427,0.0239,0.0488,33,"female",1,268.1,12222,1,5
"230","335","all","prior",0,0,0.1018,0.0963,0.1343,0.2876,0.1295,0.0478,0.0327,0.0327,0.1133,0.0214,0.0026,33,"female",1,268.1,NA,1,0
"231","335","all","unlimited",6,1,0.0391,0.0939,0.144,0.2168,0.2074,0.0316,0.0352,0.0759,0.09,0.0528,0.0133,33,"female",1,268.1,1222222,1,7
"232","337","all","five",4,1,0.0089,0.7949,0,0,0,0.0685,0,0.0288,0.0453,0.0536,0,46,"male",1,561.46,12222,1,5
"233","337","all","prior",0,0,0.0942,0.0773,0.0938,0.0908,0.0833,0.0831,0.1004,0.0975,0.1036,0.0969,0.079,46,"male",1,561.46,NA,1,0
"234","337","all","unlimited",20,5,0.0267,0.0267,0.03,0.0012,0,0.0433,0.0447,0.0333,0.7941,0,0,46,"male",1,561.46,1.22221222212222e+24,1,25
"235","339","all","five",4,1,0.0864,0.0097,0.0097,0.0641,0.3992,0.059,0.1342,0.0163,0.1359,0.0453,0.0402,47,"female",1,373.21,12222,1,5
"236","339","all","prior",0,0,0.1415,0,0.1155,0.1527,0.2861,0,0.0095,0.1322,0.0672,0.03,0.0653,47,"female",1,373.21,NA,1,0
"237","339","all","unlimited",9,3,0.0906,0.1346,0.001,0.1326,0.4961,0.001,0.001,0.1366,0.001,0.0044,0.001,47,"female",1,373.21,122221222212,1,12
"238","348","all","five",4,1,0.0053,0.0053,0.0467,0.0567,0.0633,0.0833,0.1133,0.1434,0.1562,0.3211,0.0053,30,"male",1,281.02,12222,1,5
"239","348","all","prior",0,0,0.0244,0.0244,0.0443,0.1584,0.1809,0.2136,0.0653,0.112,0.0733,0.0633,0.04,30,"male",1,281.02,NA,1,0
"240","348","all","unlimited",8,2,0,0,0.0033,0.021,0.05,0.07,0.1067,0.2278,0.2464,0.2748,0,30,"male",1,281.02,1222222221,1,10
"241","350","all","five",4,1,0.0398,0.0342,0.0346,0.0624,0.1179,0.1447,0.0626,0.1552,0.0923,0.1605,0.0958,19,"female",1,281.16,21222,1,5
"242","350","all","prior",0,0,0.0326,0.0716,0.1236,0.145,0.101,0.1728,0.1029,0.0716,0.0716,0.052,0.055,19,"female",1,281.16,NA,1,0
"243","350","all","unlimited",30,8,6e-04,6e-04,0.0028,5e-04,0.0171,0.0137,0.0533,0.2267,0.4425,0.2402,0.002,19,"female",1,281.16,2.12222212222122e+37,1,38
"244","352","all","five",4,1,0,0,0,0.0317,0.0304,0.3815,0.035,0.0262,0.4869,0.0083,0,21,"female",1,413.47,22221,1,5
"245","352","all","prior",0,0,0.0511,0.0498,0.049,0.0512,0.0505,0.4959,0.0495,0.0519,0.052,0.0483,0.0508,21,"female",1,413.47,NA,1,0
"246","352","all","unlimited",13,3,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.4936,0.494,0.0014,0.0014,21,"female",1,413.47,2222122212221220,1,16
"247","354","all","five",4,1,0.0016,0.0012,0.0027,0.0019,0.1731,0.2161,0.2477,0.1679,0.1834,0.0022,0.0024,43,"male",1,230.71,12222,1,5
"248","354","all","prior",0,0,0.1524,0.139,0.1803,0.1686,0.1595,0.187,0.0034,0.0017,0.0017,0.0019,0.0046,43,"male",1,230.71,NA,1,0
"249","354","all","unlimited",4,1,0.0078,0.0022,0.003,0.0028,0.0036,0.2815,0.1846,0.2405,0.2208,0.0029,0.0502,43,"male",1,230.71,12222,1,5
"250","363","all","five",4,1,0.0417,0.0506,0.0373,0.0181,0.0013,0.0269,0.0758,0.5954,0.0565,0.095,0.0013,28,"female",1,172.32,12222,1,5
"251","363","all","prior",0,0,0.0495,0.1336,0.0252,0.0177,0.0999,0.4977,0,0,0.0495,0.0401,0.0869,28,"female",1,172.32,NA,1,0
"252","363","all","unlimited",11,2,0,0,0.0691,0,0.0126,0.0522,0,0.7969,0,0,0.0691,28,"female",1,172.32,1222222221222,1,13
"253","365","all","five",4,1,0.2992,0.1221,0.0077,0.057,0.0077,0.0733,0.1629,0.0977,0.1018,0.0631,0.0077,33,"female",1,147.53,22212,1,5
"254","365","all","prior",0,0,0.3086,0.0867,0.031,0.0649,0.0967,0.0817,0.085,0.031,0.031,0.0967,0.0867,33,"female",1,147.53,NA,1,0
"255","365","all","unlimited",11,2,0.3579,0.1126,0.1141,0.0414,0,0.0058,0.0723,0,0.125,0.0754,0.0956,33,"female",1,147.53,2221221222222,1,13
"256","369","all","five",4,1,0,0,0,0,0,0,0.001,0,0.999,0,0,48,"male",1,155.52,21222,1,5
"257","369","all","prior",0,0,0,0,0,0,0,0.9983,0.0017,0,0,0,0,48,"male",1,155.52,NA,1,0
"258","369","all","unlimited",12,4,0,0,0,0,0.0024,0,0.9976,0,0,0,0,48,"male",1,155.52,2122221222221220,1,16
"259","370","all","five",4,1,0,0.0115,0.0394,0.0711,0.1117,0.1517,0.1805,0.234,0.1847,0.0153,0,24,"female",1,1882.74,22221,1,5
"260","370","all","prior",0,0,0.0055,0.0174,0.043,0.0938,0.1955,0.2926,0.1956,0.0943,0.0408,0.0194,0.0022,24,"female",1,1882.74,NA,1,0
"261","370","all","unlimited",84,21,0.0033,0.0067,0.01,0.0133,0.0185,0.0519,0.1219,0.2451,0.3617,0.1673,4e-04,24,"female",1,1882.74,2.22211222222221e+104,1,105
"262","372","all","five",4,1,0,0,0.0036,0,0,0.9773,0,0,0,0.0191,0,36,"female",1,273.52,21222,1,5
"263","372","all","prior",0,0,0,0,0,0.0607,0,0,0.7973,0,0.0172,0,0.1247,36,"female",1,273.52,NA,1,0
"264","372","all","unlimited",30,8,0.01,0.01,0.01,0.0143,0.01,0.01,0.01,0.01,0.8957,0.01,0.01,36,"female",1,273.52,2.12222222112222e+37,1,38
"265","378","all","five",4,1,0.0033,0.0119,6e-04,0.0192,0.0675,0.0971,0.1327,0.203,0.2697,0.1275,0.0675,21,"male",1,169.56,22122,1,5
"266","378","all","prior",0,0,0,0,0.07,0.1063,0.1977,0.2793,0.2167,0.0967,0.0333,0,0,21,"male",1,169.56,NA,1,0
"267","378","all","unlimited",13,3,0.0033,0.0016,0.0056,0.0023,0.0034,0.07,0.1208,0.1927,0.3014,0.2086,0.0904,21,"male",1,169.56,2212222221222210,1,16
"268","379","all","five",4,1,0.0094,0.0175,0.0273,0.0595,0.1078,0.1485,0.2909,0.1523,0.1024,0.0571,0.0273,33,"female",1,603.95,12222,1,5
"269","379","all","prior",0,0,0.0081,0.0239,0.0668,0.1239,0.1734,0.2057,0.1738,0.1239,0.0678,0.0239,0.0086,33,"female",1,603.95,NA,1,0
"270","379","all","unlimited",47,11,0,0,3e-04,0.0079,0.0241,0.0537,0.1569,0.278,0.2812,0.1552,0.0427,33,"female",1,603.95,1.22221222222122e+57,1,58
"271","380","all","five",4,1,0.0622,0.1063,0.015,0.0317,0.0744,0.0622,0.0059,0.2421,0.3094,0.0652,0.0256,27,"male",1,207.14,22122,1,5
"272","380","all","prior",0,0,3e-04,3e-04,3e-04,3e-04,0.1528,0.2362,0.1985,0.168,0.1192,0.1011,0.0229,27,"male",1,207.14,NA,1,0
"273","380","all","unlimited",4,1,0.0653,0.0361,0.0499,0.0419,0.0195,0.0521,0.0477,0.2573,0.3215,0.0521,0.0565,27,"male",1,207.14,22122,1,5
"274","384","all","five",4,1,0.0049,0.0333,0.0731,0.1145,0.1636,0.2352,0.1634,0.1153,0.0954,3e-04,9e-04,25,"male",1,308.11,22122,1,5
"275","384","all","prior",0,0,0.0645,0.1077,0,0,0.0563,0.5266,0.1509,0.0542,0,0,0.0398,25,"male",1,308.11,NA,1,0
"276","384","all","unlimited",21,5,0.0043,6e-04,0.0015,0,6e-04,0.0039,0.0048,0.0508,0.8956,0.0331,0.0048,25,"male",1,308.11,2.21222212222221e+25,1,26
"277","392","all","five",4,1,0,0.0084,0.0189,0.0264,0.0418,0.059,0.0704,0.1404,0.495,0.1397,1e-04,30,"male",1,447.31,21222,1,5
"278","392","all","prior",0,0,0.0062,0.0425,0.0796,0.1143,0.16,0.197,0.1571,0.1125,0.0806,0.044,0.0062,30,"male",1,447.31,NA,1,0
"279","392","all","unlimited",24,6,0,0,0,0.003,0,0,0,0,0.997,0,0,30,"male",1,447.31,2.12222222122221e+29,1,30
"280","394","all","five",4,1,3e-04,0.0041,0.0041,0.035,0.0771,0.1084,0.1949,0.2673,0.2357,0.0683,0.0046,23,"female",1,406.4,12222,1,5
"281","394","all","prior",0,0,0.0011,0.0605,0.0466,0.1131,0.2769,0.0178,0.1767,0.2571,0.0355,0.0125,0.0021,23,"female",1,406.4,NA,1,0
"282","394","all","unlimited",36,10,4e-04,0.0018,2e-04,0.0022,0.0013,2e-04,0,0.3148,0.4956,0.1833,0,23,"female",1,406.4,1.22222122222212e+45,1,46
"283","397","all","five",4,1,0,0,0,0,0.0017,0,0,0,0.9983,0,0,37,"male",1,183.68,21222,1,5
"284","397","all","prior",0,0,0,0,0,0.0028,0,0.9972,0,0,0,0,0,37,"male",1,183.68,NA,1,0
"285","397","all","unlimited",25,7,0,0,0,0,0,0.0028,0,0,0.9972,0,0,37,"male",1,183.68,2.12222212222221e+31,1,32
"286","406","all","five",4,1,0.001,5e-04,0.0011,0.0024,0.0149,0.0593,0.2528,0.3473,0.2617,0.0569,0.0022,31,"female",1,291.6,22212,1,5
"287","406","all","prior",0,0,0.0012,0.002,0.0084,0.0245,0.1267,0.6948,0.1108,0.0163,0.0125,0.0016,0.0013,31,"female",1,291.6,NA,1,0
"288","406","all","unlimited",20,5,0.0017,2e-04,4e-04,0.0017,4e-04,0.0018,0.0974,0.2077,0.644,0.0447,0,31,"female",1,291.6,2.22121222212222e+24,1,25
"289","410","all","five",4,1,0.0197,0.0197,0.0337,0.0197,0.0197,0.0197,0.0197,0.7893,0.0197,0.0197,0.0197,24,"male",1,199.76,12222,1,5
"290","410","all","prior",0,0,0.0737,0.0667,0.0967,0.0967,0.0822,0.0663,0.0826,0.0867,0.1162,0.1163,0.116,24,"male",1,199.76,NA,1,0
"291","410","all","unlimited",12,3,0.0163,0.0163,0.0163,0.0163,0.0163,0.0163,0.0163,0.0549,0.7984,0.0163,0.0163,24,"male",1,199.76,122222212222122,1,15
"292","411","all","five",4,1,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0667,0.6328,0.2651,0,23,"male",1,242.21,22212,1,5
"293","411","all","prior",0,0,0.0597,0.0017,0.0274,0.0017,0.0017,0.5038,0.0862,0.1212,0.0879,0.0017,0.1072,23,"male",1,242.21,NA,1,0
"294","411","all","unlimited",12,4,0,0,0,0,0,0,0,0,0.8962,0.1038,0,23,"male",1,242.21,2221222212122220,1,16
"295","414","all","five",4,1,0.023,0.023,0.023,0.0015,0.023,0.023,0.023,0.4481,0.3667,0.023,0.023,18,"male",1,220.87,21222,1,5
"296","414","all","prior",0,0,0,0.0822,0.1611,0.04,0.2685,0.1003,0.08,0.218,0.05,0,0,18,"male",1,220.87,NA,1,0
"297","414","all","unlimited",16,4,0,0,0,0,0,0,0,0.434,0.26,0.306,0,18,"male",1,220.87,21222221222212198400,1,20
"298","418","all","five",4,1,0.0015,0.0148,0.0186,0.0462,0.1219,0.2672,0.2792,0.1954,0.0332,0.02,0.002,25,"male",1,189.1,22212,1,5
"299","418","all","prior",0,0,0.028,0.0346,0.0419,0.0629,0.2202,0.2946,0.2188,0.0527,0.022,0.0154,0.0089,25,"male",1,189.1,NA,1,0
"300","418","all","unlimited",12,3,6e-04,0.0011,0.0024,0.003,0.0015,0.0029,0.1073,0.3376,0.4281,0.1109,0.0048,25,"male",1,189.1,222122222122122,1,15
"301","426","all","five",4,1,0.0726,0.0784,0.0958,0.121,0,0,0.1036,0.3883,0.0396,0.0493,0.0513,19,"female",1,399.13,22122,1,5
"302","426","all","prior",0,0,0.0441,0.0429,0.026,0.0933,0.1085,0.1145,0.0403,0.0766,0.0932,0.1221,0.2385,19,"female",1,399.13,NA,1,0
"303","426","all","unlimited",16,4,0.0144,0.0017,0.1089,0.0017,0.0429,0.0017,0.5982,0.0822,0.0679,0.0732,0.0073,19,"female",1,399.13,22122222212212199424,1,20
"304","429","all","five",4,1,0.0028,0.0067,0.0133,0,0,0.1975,0.178,0.2084,0.28,0.1133,0,21,"female",1,205.13,12222,1,5
"305","429","all","prior",0,0,0.0456,0.1266,0.2128,0.1625,0.0833,0.018,0.083,0.128,0.068,0.0452,0.0271,21,"female",1,205.13,NA,1,0
"306","429","all","unlimited",10,3,0,0.0247,0.0333,0.0367,0.0233,0.05,0.1543,0.1919,0.2292,0.2566,0,21,"female",1,205.13,1222222212212,1,13
"307","438","all","five",4,1,0.0027,0.0528,0.2314,0.1874,0.2045,0.1913,0.0674,0.0444,0.014,0.0027,0.0014,34,"male",1,255.26,22221,1,5
"308","438","all","prior",0,0,0.0016,0.0021,0.0409,0.1448,0.1685,0.2483,0.28,0.0812,0.0309,0,0.0017,34,"male",1,255.26,NA,1,0
"309","438","all","unlimited",19,5,0.0057,0.0024,0.1879,0.3074,0.2531,0.1611,0.0383,0.0375,0.0029,5e-04,0.0032,34,"male",1,255.26,2.22211222212222e+23,1,24
"310","441","all","five",4,1,0.002,0.0027,0.0652,0.0784,0.1194,0.2929,0.2532,0.131,0.0507,0.0025,0.0019,51,"female",1,347.36,22212,1,5
"311","441","all","prior",0,0,0.0242,0.0501,0.0802,0.1781,0.0594,0.2131,0.0219,0.1109,0.0957,0.1011,0.0654,51,"female",1,347.36,NA,1,0
"312","441","all","unlimited",15,4,0.0019,0.0019,0.0028,0.005,0.0024,7e-04,0.2357,0.4179,0.3254,0.0024,0.004,51,"female",1,347.36,2221222221221220096,1,19
"313","443","all","five",4,1,0,0.0578,0,0.0834,0.0343,0.6042,0.0086,0,0.1283,0.0834,0,31,"female",1,216.21,22221,1,5
"314","443","all","prior",0,0,0.1289,0.0487,0.0373,0.0591,0.0139,0.2655,0.1191,0.1009,0.1148,0.0882,0.0235,31,"female",1,216.21,NA,1,0
"315","443","all","unlimited",9,2,0.0016,0.0238,0.18,0.0492,0.0413,0.4643,0,0.0381,0.0603,0.0841,0.0572,31,"female",1,216.21,22221221222,1,11
"316","448","all","five",4,1,0.0028,0.0028,0.0181,0.0747,0.1008,0.1626,0.2291,0.2283,0.1537,0.0242,0.0028,22,"female",1,192.31,21222,1,5
"317","448","all","prior",0,0,0.0161,0.0533,0.0626,0.1111,0.1542,0.2555,0.1531,0.0967,0.0506,0.0351,0.0118,22,"female",1,192.31,NA,1,0
"318","448","all","unlimited",13,4,0.0013,0.0018,1e-04,0.0161,0.0605,0.1101,0.191,0.3001,0.2302,0.088,8e-04,22,"female",1,192.31,21222222122122200,1,17
"319","449","all","five",4,1,0.0035,0.0094,0.0122,0.0619,0.161,0.1947,0.1835,0.1933,0.1029,0.0721,0.0055,32,"female",1,254.45,21222,1,5
"320","449","all","prior",0,0,0.0161,0.0387,0.0574,0.0994,0.1805,0.0875,0.1321,0.1228,0.1477,0.1025,0.0153,32,"female",1,254.45,NA,1,0
"321","449","all","unlimited",10,2,0.0234,0.0245,0.0261,0.0299,0.0892,0.1154,0.1269,0.197,0.2112,0.1328,0.0237,32,"female",1,254.45,212222122222,1,12
