"","pID","condition","section","seenRed","seenBlue","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","time","chipsOrder","actuallyEstimated","selected","beta","gamma","value"
"88","426","all","unlimited",16,4,0.0219800018016395,0.0105395910278353,0.107107467795694,0.0105395910278353,0.0476533645617512,0.0105395910278353,0.547878569498243,0.0830555805783263,0.070173858210972,0.0749482028646068,0.0155841816052608,19,"female",1,399.13,22122222212212199424,1,20,1e-07,0.0724377204254189,0.208304954559229
"89","429","all","unlimited",10,3,0.00900900900900901,0.0312612612612613,0.039009009009009,0.0420720720720721,0.03,0.0540540540540541,0.148018018018018,0.181891891891892,0.215495495495495,0.24018018018018,0.00900900900900901,21,"female",1,205.13,1222222212212,1,13,1e-07,0.33567034358442,0.014706543805798
"90","438","all","unlimited",19,5,0.0141441441441441,0.0111711711711712,0.178288288288288,0.285945945945946,0.237027027027027,0.154144144144144,0.0435135135135135,0.0427927927927928,0.0116216216216216,0.00945945945945946,0.0118918918918919,34,"male",1,255.26,2.22211222212222e+23,1,24,0.388661676160315,9.99999999473644e-08,0.0786330713056227
"91","441","all","unlimited",15,4,0.0107197549770291,0.0107197549770291,0.011530492748401,0.0135122961895325,0.0111701648500135,0.0096387712818665,0.221331411584542,0.385460769300063,0.302134942797946,0.0111701648500135,0.0126114764435636,51,"female",1,347.36,2221222221221220096,1,19,1e-07,0.63820326559156,0.0546172891840425
"92","443","all","unlimited",9,2,0.0104513920172989,0.0304531939814398,0.171186593386792,0.0533381385710424,0.0462203802144337,0.427335796017659,0.00900982070456798,0.043337237588972,0.0633390395531129,0.0847824128299847,0.0605459951346968,31,"female",1,216.21,22221221222,1,11,0.9999999,9.99999999473644e-08,0.0654936054925984
"93","448","all","unlimited",13,4,0.0101801801801802,0.0106306306306306,0.0090990990990991,0.0235135135135135,0.0635135135135135,0.108198198198198,0.181081081081081,0.279369369369369,0.216396396396396,0.0882882882882883,0.00972972972972973,22,"female",1,192.31,21222222122122200,1,17,0.385534638903827,0.507928988076965,0.00425724996572835
"94","449","all","unlimited",10,2,0.030087379515359,0.0310782812359247,0.0325195928294748,0.0359427078641564,0.0893613188001081,0.112962796144491,0.123322223223133,0.186469687415548,0.199261327808306,0.128637059724349,0.0303576254391496,32,"female",1,254.45,212222122222,1,12,0.303284604976397,0.142436598642786,0.00571237373024523
"95","47","all","unlimited",30,7,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.90990990990991,0.00900900900900901,0.00900900900900901,21,"male",1,231.01,2.22122222112222e+36,1,37,0.00344431068929441,2.71293355503433,0.00246634235360606
"96","58","all","unlimited",20,5,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.354356248310659,0.479682854311199,0.0938823317415984,0.00900982070456798,30,"female",1,282.01,2.21222221221222e+24,1,25,0.454034091650657,1.01841996058655,0.0160573338082515
"97","65","all","unlimited",12,3,0.00936936936936937,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.909549549549549,0.00900900900900901,0.00900900900900901,24,"male",1,301.75,222211222212222,1,15,1e-07,7.57797557004939,0.00353396753248743
"98","66","all","unlimited",19,5,0.0109900009008197,0.00918836140888208,0.00945860733267273,0.0107197549770291,0.0275650842266462,0.0914332042158364,0.158274029366724,0.222052067381317,0.341861093595172,0.108638861363841,0.00981893523106026,36,"male",1,679.54,1.22221222222212e+23,1,24,0.646462068604088,0.492549313236016,0.00728345664485317
"99","69","all","unlimited",8,2,0.0216216216216216,0.0216216216216216,0.0216216216216216,0.0771171171171171,0.0216216216216216,0.0693693693693694,0.0238738738738739,0.0216216216216216,0.625405405405405,0.0216216216216216,0.0745045045045045,19,"female",1,170.3,1222222122,1,10,0.9999999,5.21633952757933,0.060769882607762
"100","71","all","unlimited",44,11,0.0114424722948013,0.0139652220920804,0.0109919812595729,0.0101810973961618,0.0101810973961618,0.0222542571402829,0.0642400216235697,0.125777097035769,0.545004054419317,0.134156230291017,0.0518064690512659,19,"male",1,625.29,2.22212222112222e+54,1,55,1e-07,0.576997988127172,0.0220233728048292
"101","79","all","unlimited",20,5,0.00990990990990991,0.00990990990990991,0.00990990990990991,0.00990990990990991,0.00990990990990991,0.00990990990990991,0.00990990990990991,0.173423423423423,0.737387387387387,0.00990990990990991,0.00990990990990991,31,"male",1,566.29,2.21221222212222e+24,1,25,0.9999999,2.47835747844803,0.00288014381718828
"102","81","all","unlimited",4,1,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.014954954954955,0.00900900900900901,0.903963963963964,0.00900900900900901,0.00900900900900901,30,"female",1,127.97,12222,1,5,0.90996340333717,14.2443093726705,0.00278383638039074
"103","84","all","unlimited",16,4,0.00900900900900901,0.00900900900900901,0.0225225225225225,0.0432432432432432,0.0743243243243243,0.09,0.108108108108108,0.231891891891892,0.253063063063063,0.14981981981982,0.00900900900900901,18,"female",1,418.76,22212122222212198400,1,20,1e-07,0.202953168039681,0.00685157511861721
"104","85","all","unlimited",12,3,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0101801801801802,0.0409009009009009,0.00900900900900901,0.0233333333333333,0.862522522522522,0.00900900900900901,0.00900900900900901,27,"male",1,315.7,122222222122212,1,15,0.999999899996252,6.29641193907648,0.00739214760075661
"105","91","all","unlimited",16,4,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0121621621621622,0.906756756756757,0.00900900900900901,0.00900900900900901,17,"male",1,258.96,22221222122222100480,1,20,0.9999999,5.57474339849719,0.00345320488223432
"106","94","all","unlimited",22,5,0.0101792631294478,0.0119809026213855,0.0119809026213855,0.00936852535807585,0.0110800828754166,0.0100891811548509,0.0520673813169985,0.0926042698855959,0.713809566705702,0.067831726871453,0.00900819745968832,26,"female",1,263,1.22222122222122e+26,1,27,0.539128372432326,2.03198942133206,0.00822578325361941
"107","99","all","unlimited",10,2,0.0146846846846847,0.0775675675675676,0.047027027027027,0.0146846846846847,0.0642342342342342,0.0244144144144144,0.0695495495495495,0.047027027027027,0.265855855855856,0.36027027027027,0.0146846846846847,42,"male",1,164.51,122222212222,1,12,0.367422820413725,0.766579024236235,0.0325314109443218
